,0
Base,6158535.152678222
BottomUp,11635468.081224507
JPP,27081478.761358645
OLS,5899648.668672726
OLSv,5957143.241665653
WLS,7411128.65599968
WLSv,7742183.356097568
MinTShr,7102722.2062110305
MinTShrv,9546440.969955062
EnergyScore_Opt,5114300.193110393
