,0
Base,6158535.152678222
BottomUp,11635468.081224507
JPP,27081478.761358645
OLS,5899648.668672726
OLSv,5897426.583460023
WLS,7411128.65599968
WLSv,5969257.171151619
MinTShr,7102722.2062110305
MinTShrv,5786949.2493361
EnergyScore_Opt,5330542.730029602
