,0
Base,21257321.775774475
BottomUp,29771370.757399004
JPP,62419866.56656078
OLS,20729704.622718215
OLSv,20088490.799696237
WLS,24322932.40738505
WLSv,19950493.001026433
EnergyScore_Opt,17360438.499579135
