,0
Base,7597.26565237419
BottomUp,14354.271805718066
JPP,25370.101575365585
OLS,7510.473005353706
OLSv,7579.737631388026
WLS,8947.406722376569
WLSv,7679.995616728366
MinTShr,6231.665546638308
MinTShrv,7499.315033853362
EnergyScore_Opt,7367.67464510895
