,t,series,Basec,BottomUpc,JPPc,OLSc,OLScv,WLSc,WLScv,MinTSamc,MinTSamcv,MinTShrc,MinTShrcv,EnergyScore_Opt,EnergyScore_Opt_v2
24,4,4,2.66218400564492,2.66218400564492,3.68440837276353,2.44765299029044,2.07260222039184,2.62829595156363,2.06889217937139,7.55211936360771,3.39557053144587,2.44121761729948,2.02211193898839,1.4750103712410596,1.340458964906742
25,4,5,0.41206473905066,0.41206473905066,1.30214215231913,0.46093440516034,0.597856334905666,0.395088692578369,0.593347047944978,7.37323824034325,3.89006178848528,0.468850682411188,0.568604047520888,1.5315431698997282,3.175048247376372
26,4,6,1.1405045487316,1.1405045487316,2.34361392612447,1.39033090294408,1.56572395751186,1.27608870194244,1.57319355495871,1.45275979138972,4.16797448644708,1.34898060753356,1.61211698845553,1.3169120286324882,2.9787496748851634
27,4,7,0.695893663435564,0.695893663435564,1.56204499988052,0.616226656915291,0.624279035316415,0.635454737897382,0.618713254874956,1.53656400549534,3.01029475784336,0.626633846157472,0.602396965426551,1.312103590556982,0.6677471347925811
28,5,1,1.28148390335195,1.65078831326122,6.12108081202063,1.14834154679421,1.28148390335195,1.32706103903558,1.28148390335195,17.5074813057282,1.28148390335195,1.23419555183102,1.28148390335195,1.5651520268165915,1.367245301490969
29,5,2,2.23889340262923,2.22274778550197,3.99153426594314,1.8298857501793,1.43503821747503,2.13399495856784,1.41888671252711,15.1288533209642,7.09490640890513,1.91849427157665,1.42078422456319,1.637411850151183,1.9165491032331419
30,5,3,1.07021648506986,0.754504557015364,3.07996915795152,0.931873480909265,1.23977108677063,0.800046026451122,1.21657884554388,2.54204344397257,7.34339620438936,0.878676312323488,1.31388219289736,0.5934547017129382,1.6038523770244724
31,5,4,2.52525287293544,2.52525287293544,3.67713099273603,2.36284426733021,2.05613832050858,2.52504784905283,2.0555150501315,7.81704919120103,3.51540437868947,2.37072127238991,2.01219867716625,1.6669579332093263,1.5767947892140537
32,5,5,0.419759251994635,0.419759251994635,1.26386742065114,0.444295010937718,0.586913239774763,0.38430487391615,0.567575284407326,7.40316164146021,3.79376272017672,0.439456048179967,0.523027151761928,1.5090681520153986,3.1237909066368927
33,5,6,1.1083477447014,1.1083477447014,2.34898121557567,1.37667952212677,1.54550534555624,1.27869401969409,1.54779942418866,1.44504498572562,4.31974754873029,1.33668662652269,1.59974590667991,1.2876316838288697,2.945232718788225
34,5,7,0.6981304694562,0.6981304694562,1.54752870153553,0.600659187896819,0.586137248868299,0.629610713737533,0.577844731047845,1.52273277616486,3.12086623381361,0.602185375282113,0.584262557275162,1.3499627365448816,0.7006583188257166
