series,Basec,BottomUpc,JPPc,OLSc,OLScv,WLSc,WLScv,MinTSamc,MinTSamcv,MinTShrc,MinTShrcv,EnergyScore_Opt,EnergyScore_Opt_v2
1,1.443720545554258,1.9088483925306459,6.1809582854495115,0.9427396768101272,1.443720545554258,1.297292684912486,1.443720545554258,1.537885869013424,1.443720545554258,1.0972252610416864,1.443720545554258,1.4143427785502705,1.4028772931650186
2,2.42079698594815,2.121331358969134,4.020932066317438,1.858251363590232,1.612048865457902,2.025342791888574,1.59925075329745,2.253102207999262,1.665729572167912,1.923035561004104,1.576050351292144,1.8452844068949674,1.9301875101161454
3,1.061854095559798,1.066977716277878,3.133020534333572,1.01856928114459,1.375824739434526,0.9387399933522808,1.356852181158256,0.9104917006848288,1.508696132439014,0.9440723342002666,1.378011113442736,0.6681865908696841,1.9286225129569359
4,2.596710330256376,2.596710330256376,3.6605242010300203,2.5081999644293917,2.107414512184852,2.622947716983126,2.092692045209258,2.7815898972386117,2.1529839323361317,2.55036232904556,2.042100963203154,1.8924342451337892,1.751113056296314
5,0.45838742713435404,0.45838742713435404,1.352452203303012,0.447376085010122,0.6572314636882568,0.3983613436731258,0.6619567820939242,0.376789323331165,0.5445157549937847,0.406947426673619,0.5993835147859812,2.709964317835717,3.8865516755201477
6,1.130616138648826,1.130616138648826,2.343579806138932,1.436712156014246,1.588648561499334,1.292567424810548,1.577022926656522,1.3656519393134618,1.6799170137385382,1.391637897280866,1.591559480839928,1.666176583137446,3.2228678535282285
7,0.7449364538949073,0.7449364538949073,1.572617562455654,0.5236393083025443,0.5481018338184962,0.5952853951589884,0.5481775431764666,0.5747470161310856,0.5512269746175296,0.5584510571346394,0.5481953891448876,1.1819655603684303,0.8466873584420588
