"t","Base_vs","BottomUp_vs","JPP_vs","OLS_vs","OLS_vsv","WLS_vs","WLS_vsv","MinTSam_vs","MinTSam_vsv","MinTShr_vs","MinTShr_vsv"
1,197.999301202094,195.468988682171,194.942061354347,187.56971455633,177.395346326011,192.599513885086,174.531268927775,209.283395574967,193.440860751206,188.272743571875,173.470711656128
2,214.85778080697,213.848070017425,213.387630925114,205.746304152428,195.038770444284,210.99755106694,191.655179013521,229.069780942399,212.632192803394,206.171997256794,190.318124172139
3,214.270846697987,210.395331528621,209.611783066927,202.910288182326,192.512627495549,207.695948185733,189.426609019847,226.062161346293,210.045385567425,203.431820992451,188.231803586698
4,209.402739879409,208.500227179326,206.383922184082,198.739223182338,188.972490568454,204.13091115746,186.276289133059,227.626501498617,211.583133732834,200.72044819707,186.032828995668
5,216.607803192694,213.490993511608,212.203933083277,204.409525286164,193.202352925944,209.957375481293,190.332390605606,228.742911566158,211.322266902157,205.590894243804,189.431743430972
