,0
Base_vs,199.4869802493336
BottomUp_vs,202.8780873994804
JPP_vs,204.5289209090758
OLS_vs,191.89837270965762
OLS_vsv,180.7369574457516
WLS_vs,198.58172177696662
WLS_vsv,178.6497518002596
MinTSam_vs,394.9900461310102
MinTSam_vsv,852.5567297436704
MinTShr_vs,196.616851509268
MinTShr_vsv,180.0056711437872
EnergyScore_Opt,90.74066827625063
EnergyScore_Opt_v2,270.3881138310177
