,0
Base_vs,209.66986901210421
BottomUp_vs,205.76698908851057
JPP_vs,206.1825973991672
OLS_vs,194.1321992386474
OLS_vsv,185.8201643795286
WLS_vs,200.24631892482395
WLS_vsv,182.329914224994
MinTSam_vs,215.36977480663182
MinTSam_vsv,755.4336212469088
MinTShr_vs,159.8056039115358
MinTShr_vsv,180.78828514042223
EnergyScore_Opt,88.97040523252704
