,0
Base_vs,2695.630312292084
BottomUp_vs,2628.294997844156
JPP_vs,2726.4559012966442
OLS_vs,2620.098056063768
OLS_vsv,2601.87662002478
WLS_vs,2615.20702440891
WLS_vsv,2559.976436223318
MinTSam_vs,2414.896405808556
MinTSam_vsv,2391.371864120762
MinTShr_vs,2442.7930354194123
MinTShr_vsv,2418.729349126534
EnergyScore_Opt,1872.1661695727598
EnergyScore_Opt_v2,2185.494696338209
