"t","series","Basec","BottomUpc","JPPc","OLSc","OLScv","WLSc","WLScv","MinTShrc","MinTShrcv","EnergyScore_Optcv"
1,1,1.34663509649312,5.01195326403426,15.4224391256979,2.06898126961042,1.34663509649312,2.99380620739289,1.34663509649312,1.46975868127209,1.34663509649312,1.34663509649312
1,2,4.45382464527273,4.3507718761485,9.82919287142403,3.34466234930812,2.71503197866931,3.69929887095009,2.62321556444261,2.31718817788883,2.17786301761469,1.62688649632724
1,3,2.15085830708013,2.203951122633,5.97284889053259,2.21911697393388,2.54965085354216,2.08505367199646,2.46045839124849,2.08240771728216,2.09485392691722,1.37807169378443
1,4,5.24019065104315,5.24019065104315,9.08703903622129,5.49926227548726,5.9254222590815,5.36529914510671,6.05025142418879,6.44616956794583,6.77906096561124,7.00011368891014
1,5,9.96845286737238,9.96845286737238,14.1925586635106,9.62769451288218,9.09530622911587,9.82129525694311,8.95457613502104,8.47114025253437,8.18733081813639,7.6714249659374
1,6,4.04495395169453,4.04495395169453,7.75018093585151,5.36406939397421,5.84361438053209,4.92788578749259,5.71417762970706,4.90104803724477,5.06319838423088,5.2253851996636
1,7,5.22871015794576,5.22871015794576,6.99077972766781,3.87737257617852,3.44026987946303,4.29631671363387,3.5463241672689,4.34776133225162,4.28689921697481,8.67397623871731
2,1,1.42783353415041,4.05745523362755,15.2672685886026,1.9098683178625,1.42783353415041,2.59663786349092,1.42783353415041,1.52056604700113,1.42783353415041,1.42783353415041
2,2,3.76043977616315,3.40282898370302,9.34537751767323,2.88056546056489,2.45783312549324,3.07148181006445,2.38466922252193,2.1269502560733,2.07143657053742,1.62032079568625
2,3,1.96609341716362,2.21488377831727,6.05191154550296,2.07147386294592,2.40321272423148,1.93826741863285,2.33372749888049,1.93187505506561,1.96223306407194,1.36140338516528
2,4,5.79170632395212,5.79170632395212,9.41246769710839,6.10122484947643,6.55004837108568,5.9468941065219,6.68355557348909,7.00886980487034,7.30112560360327,7.1854542342613
2,5,9.57181016015661,9.57181016015661,13.820729844214,9.45272430390505,8.99793160941707,9.57592030711132,8.84854555980979,8.39473663184607,8.0866860806409,7.46431127407671
2,6,3.87500576158263,3.87500576158263,7.50358162293213,5.06896412557175,5.49664688846587,4.676069653474,5.36371505300308,4.63053607151657,4.7782120292426,4.84091197688528
2,7,5.32004730301437,5.32004730301437,7.11594706379617,4.09122443646868,3.71995805718509,4.45982896759178,3.83208628843117,4.53073592587605,4.46625851828024,8.68637821301939
3,1,1.4681774845883,5.25524077369223,15.5443596726995,2.24410457026278,1.4681774845883,3.21218241715447,1.4681774845883,1.6190078578955,1.4681774845883,1.4681774845883
3,2,4.35366862727158,4.02465548476534,9.9046695923998,3.23937321463404,2.65447745271199,3.51687167170972,2.52366652645727,2.20345570732399,2.07713053240509,1.70508987296559
3,3,1.76894132492408,2.10274617814971,5.86581315955602,1.76949512550081,2.16709451499576,1.65795513126459,2.05218593269396,1.62461247240258,1.64335990425748,1.24100296269831
3,4,5.12214991196503,5.12214991196503,9.08876486254774,5.40529252434857,5.90514670879771,5.24605746172985,6.03733010767013,6.4463739727551,6.79545812998353,7.20146161581627
3,5,9.78322063193161,9.78322063193161,13.940454034217,9.46017069344664,8.90479188916235,9.64967662395506,8.75168961054128,8.19728972755597,7.89083368842127,7.59687775175005
3,6,3.7683456744089,3.7683456744089,7.54233982729118,5.08185238060648,5.58993704020325,4.63328316666132,5.4548716983377,4.60279881564063,4.77912291821719,4.94538161718348
