"Base_vs","BottomUp_vs","JPP_vs","OLS_vs","OLS_vsv","WLS_vs","WLS_vsv","MinTShr_vs","MinTShr_vsv","EnergyScore_Opt_vsv"
89668.7178735631,50350.2418730082,49105.2742030229,79581.1943496904,90454.3988448208,49722.7000710684,91338.9325960632,49542.0219988633,100533.627163913,205313.324733868
143263.538223942,205342.247137215,132450.551887261,138962.693676662,146619.173982703,133205.443183159,142041.954173938,93088.7027759524,145001.43277862,204307.654388719
162834.374142244,382270.997297036,201907.4551799,164374.781202577,167985.404154338,202993.974467536,170838.362561051,127605.232433883,168473.324484936,225000.66888643
492939.317430694,1004216.38820739,609087.806913865,502689.74900433,505337.881464523,612432.425859079,509407.993049899,424272.636492545,493979.633005722,445272.941135253
897349.211397507,1624278.49029944,1073643.0333498,913928.699395923,921020.922468541,1077640.96427407,945370.661757237,784183.939499076,919571.953230444,780729.816735308
527794.051835968,1101758.28760402,655685.055650985,537295.686867813,540640.972690372,658031.019209283,546805.365355472,440700.272041139,515963.51164692,395714.700824656
