"Base_vs","BottomUp_vs","JPP_vs","OLS_vs","OLS_vsv","WLS_vs","WLS_vsv","MinTShr_vs","MinTShr_vsv","EnergyScore_Opt_vsv"
89668.7178735631,50350.2418730082,49105.2742030229,79581.1943496904,80091.585816397,49722.7000710684,50483.3171276352,49542.0219988633,79826.4180154932,416142.690109581
143263.538223942,205342.247137215,132450.551887261,138962.693676662,136432.94268518,133205.443183159,134749.229855204,93088.7027759524,180069.185938027,427743.815105504
162834.374142244,382270.997297036,201907.4551799,164374.781202577,163701.981748426,202993.974467536,209098.78067812,127605.232433883,284242.510016749,513695.100751821
492939.317430694,1004216.38820739,609087.806913865,502689.74900433,503966.383857241,612432.425859079,625907.156765047,424272.636492545,735992.837566408,204375.963141989
897349.211397507,1624278.49029944,1073643.0333498,913928.699395923,915131.798126223,1077640.96427407,1094642.2464895,784183.939499076,1170236.65945175,57205.2371819333
527794.051835968,1101758.28760402,655685.055650985,537295.686867813,535339.50494322,658031.019209283,667129.261780562,440700.272041139,698399.490407807,117186.10954918
