series,Basec,BottomUpc,JPPc,OLSc,OLScv,WLSc,WLScv,MinTSamc,MinTSamcv,MinTShrc,MinTShrcv
1,2.638187510414555,9.43126103999244,16.94785305850564,4.621953798024796,2.638187510414555,6.260248053706337,2.638187510414555,2.893789883626622,2.638187510414555,2.8458913157773127,2.638187510414555
2,9.365815181447982,10.063595933873254,14.577445195998493,8.326409015580605,7.201921988500271,8.921782686751332,7.097858212892194,6.027791649243696,5.83963934381818,6.0590706373512,5.889330761169356
3,6.379693863569843,6.0908357028146725,10.56947733764312,7.14091863711775,7.737228134168913,6.778346347213417,7.627019668526829,6.497619237128217,6.51341819282843,6.6642889379072,6.750116103353292
4,5.07933516712721,5.07933516712721,7.531899056406753,4.223753840594604,4.102149729191762,4.427237382346258,4.15882166905486,4.235451357946995,4.106767020706244,4.035293061641211,4.069510278463938
5,8.183601734101083,8.183601734101083,11.502088502603218,7.704969819013688,7.0995965028093995,7.986991696423931,7.01929853102637,5.985496716462549,6.133108524822335,6.08840918411456,6.2250648057944
6,4.734639168150431,4.734639168150431,7.791276266181161,5.680188654029682,6.1220966914252575,5.343205816132275,6.031581180837039,5.198362526274794,5.219819813675516,5.274084073299373,5.431564721328671
7,3.449649261118887,3.449649261118887,5.415414244731283,3.266822626848376,3.3570355348104615,3.2886860978949004,3.397313589522472,3.318161003295144,3.2938747183134587,3.3095352188169054,3.291539131943684
