"t","Base_vs","BottomUp_vs","JPP_vs","OLS_vs","OLS_vsv","WLS_vs","WLS_vsv","MinTShr_vs","MinTShr_vsv","EnergyScore_Opt_vsv"
1,2724.66371684027,2684.0481700149,2768.88025153382,2673.38431770601,2642.41484334705,2671.12460585537,2598.74718911299,2404.69349335027,2430.62299894424,1905.4535900504
2,2676.60060263834,2607.67193587891,2723.46360241903,2623.0292871469,2596.0485037622,2615.10702660977,2555.18010310451,2389.97441561368,2411.31200457271,1862.9200020108
3,2657.40807144059,2608.26981596013,2697.29532324377,2599.3331171528,2567.2927942442,2594.28291658833,2519.45125180671,2365.08763035214,2362.41093590527,1888.81617655698
4,2616.57654981187,2557.08069572442,2640.45093013534,2540.586811494,2512.63174047038,2538.02370867045,2469.83172149095,2311.94794316042,2334.56144422001,1928.67634035968
5,2604.65889748558,2600.70372248916,2662.93229773127,2557.36633882124,2530.48834086044,2562.7497211444,2497.99382538334,2347.74111484072,2373.23873126444,1897.75382554968
