,0
Base,5903494.129514522
BottomUp,11097648.250368152
JPP,26404181.22215536
OLS,5717948.090583301
OLSv,5676153.010824963
WLS,7376917.551451088
WLSv,5836928.940499566
MinTShr,7424035.956602073
MinTShrv,5654899.136633263
EnergyScore_Opt,5322825.217464348
