"series","Basec","BottomUpc","JPPc","OLSc","OLScv","WLSc","WLScv","MinTShrc","MinTShrcv"
52,233.634376997092,233.634376997092,96.5246125000066,595.93707113445,598.753549788456,418.514949817894,444.713805872523,228.722416419572,231.726012084222
53,927.417838287644,927.417838287644,1087.66070222508,786.741584488947,783.352366322241,696.429592231221,674.425361669754,922.492396362741,923.172004785262
54,566.577165028551,566.577165028551,945.905920612152,780.767751897337,780.412659454582,664.041761485982,660.007957581478,565.916340034106,556.072885913251
55,182.344305025715,182.344305025715,439.726203393551,601.250202572715,602.000159194083,419.891502454165,428.517725442816,182.409767235388,181.509799225113
56,638.281926139304,638.281926139304,826.641317237995,747.125002737183,745.42254139661,632.651574916474,623.355239643894,629.087774873486,630.473378780962
57,323.698931100657,323.698931100657,106.703055552243,675.929076741488,678.687689653982,525.575070676063,545.455002376307,324.414762467511,325.897413405015
58,422.240836516529,422.240836516529,417.770516964174,714.481168927161,714.363118040207,569.032949484755,568.555234167895,435.139299982632,434.086009522611
59,1.70840865931633,1.70840865931633,420.984432613393,301.201529525843,301.293527584729,143.908458208706,170.119638873374,1.75285639756433,1.74683261924844
60,4.14286731987628,4.14286731987628,409.652008460524,300.728013559219,300.638542076638,144.17791589409,170.44200033416,3.92898423559775,3.9121133000676
61,3.19782161514311,3.19782161514311,415.384076312598,301.198247808714,301.426047968404,143.818627993553,170.060055695242,3.133666526622,3.13292907367523
62,1.33781518329624,1.33781518329624,421.778854968451,300.832169104992,301.010863834161,143.364982204972,170.28391178645,1.3015294747031,1.3232667055954
63,9.48840941725848,9.48840941725848,394.35324683285,300.983733306347,301.264679129597,143.576862454495,170.395238855921,8.22106120799904,8.15979625600507
64,2.38061765113487,2.38061765113487,417.714772350641,300.928435195851,301.109118460333,143.78289340027,170.248324596798,2.26968079536737,2.27355728024048
65,237.141473503141,237.141473503141,372.101761452855,2551.31506250534,2545.32762879799,2029.86350608614,2017.63610984915,236.973757573815,237.024065704071
66,7098.14680852209,7098.14680852209,22730.1632771547,5129.30447670412,5127.3192179632,5560.34240815811,5551.7379334388,3545.00537871792,6888.33635509846
67,146.84094559078,146.84094559078,125.939403129701,2525.24752361161,2514.01807836118,2002.65041471577,1988.90075179181,149.909215106415,149.896754536364
68,952.94209328717,952.94209328717,2408.50661308589,834.676849592481,835.325600153159,862.947547162864,863.314201605493,713.234924214623,728.044166799899
69,206.233151303726,206.233151303726,415.189165031607,271.256134183737,271.328236974018,221.262243299514,226.096943270515,207.076090431358,201.733879471647
70,239.926831783195,239.926831783195,44.2006713120777,292.079335774552,293.700365978471,248.159033154333,256.216532746275,232.754286522525,231.114551182501
71,163.371173138031,163.371173138031,463.336384631612,254.509180349345,257.899308940186,195.779967432728,216.800263717167,164.457253671916,164.265329698147
72,318.492167545929,318.492167545929,246.619296112072,363.471067453853,363.437616905205,336.386860038108,341.342171740161,324.43248830004,323.623763201005
73,1027.52863124335,1027.52863124335,1585.79794066364,956.743766222506,948.743538221397,981.926516642708,957.478712299697,964.50355142844,970.70715652636
74,687.371105816826,687.371105816826,1393.52420706462,668.776701199594,667.805118272511,660.408294442706,656.68236287283,660.645691562095,659.685818593656
75,45.063339613167,45.063339613167,647.490685054157,227.674391602311,234.543431212218,148.273112962874,188.441393870546,44.7814256736879,44.7860241704947
76,225.956044894183,225.956044894183,87.1745365428062,285.328009970375,287.249262136265,237.333448473306,251.980242624857,223.996341094876,222.542945889109
77,404.131635236015,404.131635236015,472.516783564286,434.489835555546,439.085766886755,403.792668330889,430.060637417054,391.414714948001,396.284164696958
78,17.4025648988978,17.4025648988978,814.314269029835,500.482240710827,506.413701033238,327.617844450241,346.012266434592,17.4728509964363,17.486100943821
79,1879.67331763646,1879.67331763646,4828.31168829717,1514.2907084849,1511.84772662947,1632.13411124131,1629.00551145152,1266.64238218514,1371.74063031037
80,2.35769641461336,2.35769641461336,852.123260459625,499.340881195159,504.344408789781,326.088811567934,341.794226193239,2.37256873103652,2.38463432374202
81,1144.29048164931,1144.29048164931,2640.87465627815,1009.80631733187,1005.37147359287,1043.94527448753,1025.3352481377,1049.36528468393,1028.3621039459
82,1418.45133157495,1418.45133157495,3494.50812548321,1212.43166234299,1208.21804627004,1273.44010367065,1256.65676326129,1189.86558075097,1166.12301219979
83,96.2018107269938,96.2018107269938,562.079932255348,469.81887462139,474.060332121044,310.389043598977,322.42066559326,94.9315681064058,95.0847057661687
84,24.6114478768559,24.6114478768559,288.888113751704,155.666000302736,159.699254464246,96.9669229750912,133.99664359381,24.0689199007433,24.1458078075606
85,5.51931760398277,5.51931760398277,348.910440093207,160.190863961859,164.192952847701,95.7693125567447,134.346123857913,5.49983296441958,5.50507011873389
86,12.5073751416123,12.5073751416123,325.297168141002,156.626704332942,160.960250061456,92.5189135241781,131.894962317826,12.4155440410653,12.3940493993364
87,17.8706720605614,17.8706720605614,302.557071083024,161.884931737783,165.039635411763,94.0993761391988,132.60941315165,17.5319752315625,17.5240771615787
88,16.5478212695652,16.5478212695652,306.293107032036,162.598238110026,166.728816830165,99.2416898897786,137.2354119844,16.5747650561825,16.557125942639
89,337.380036435959,337.380036435959,575.757551538607,374.295802458874,382.3163377905,359.452601532896,388.232057674542,363.966682497387,364.482255957423
90,44.0957461890541,44.0957461890541,211.371533885754,160.233504611385,164.302528829938,99.8936042817309,133.567076294968,43.0372905148881,42.6053387272034
91,539.974958981984,539.974958981984,598.158548264091,494.639546738016,508.096232806842,452.953136250674,484.671783740573,526.626262156138,528.243140602253
92,1397.70737797645,1397.70737797645,3274.3921486623,1319.96087500615,1313.92978244377,1336.0612822071,1323.20075144427,1346.81855794191,1327.0442136895
93,364.056740919618,364.056740919618,236.252884224487,547.715281565314,553.541021715734,440.596092594325,459.39734566912,359.920316118399,362.059000275446
94,199.80139926604,199.80139926604,400.680143052389,459.887426180935,465.491096745561,341.369706613707,363.240703693353,198.375890460294,202.412647075639
95,350.365879143757,350.365879143757,183.893869299031,556.731754871886,556.698680852891,464.681006176921,460.323300424849,349.662124777799,348.945184514839
96,1955.24261632592,1955.24261632592,4837.36764765452,1722.31946995455,1719.23353190916,1774.79574552438,1756.51638523405,1563.88262039711,1548.07221921325
97,855.28168352612,855.28168352612,1964.41696042422,781.813823213965,790.773063024639,737.800498863771,751.045915334668,756.429108844178,784.318811519
98,675.559433758568,675.559433758568,1185.161235049,661.064787180777,665.448542611681,590.106902702306,591.879482079338,589.679714232141,586.998975275866
99,310.008191630314,310.008191630314,88.0304056619902,606.740469183345,618.028299632448,462.778992884294,469.429794041394,308.015592612399,308.035650575112
100,1085.44122815228,1085.44122815228,2715.4273972467,874.677478647324,881.60736594172,900.46464321604,911.361093097929,935.885729848748,957.796314408955
101,42.4613802348171,42.4613802348171,179.558707565482,114.141367549984,117.331760974357,77.9665462842443,107.963842420822,43.1507672857603,43.3136031385477
102,401.862831289487,401.862831289487,850.347626098679,388.67449425769,388.511695523827,390.595098814487,394.201560484987,405.380320233856,405.381435105571
103,38.6030542577702,38.6030542577702,255.165557698093,103.423176807517,106.227731369181,66.91687351957,102.500830766838,37.9182174376753,37.8293476993655
104,254.316457777798,254.316457777798,341.454425952612,210.713368746899,218.037739880638,207.798958391767,244.844082434863,244.974522164783,244.201978410228
105,67.0251819008643,67.0251819008643,183.966574190673,130.37770419714,129.493833463505,104.201009417325,115.28172226383,80.3756684003774,78.8145510089338
106,73.5259331665123,73.5259331665123,100.437835786562,128.749171221041,131.404512641596,102.115991973984,126.174294500926,74.2316825599768,74.2528834109565
107,216.024188507888,216.024188507888,356.013588893272,239.042324563398,238.568671829343,230.723574970739,237.334327876679,225.377112702204,225.141482653568
108,222.725207066931,222.725207066931,318.501087415017,233.586738947401,230.824942403084,225.717718005953,216.936310160774,228.326425654372,226.539574321641
109,645.620342813669,645.620342813669,1683.09065947209,583.054458385226,583.836055072323,602.569723207806,606.911431871377,534.004895685431,533.624857488574
110,4.02713135948792,4.02713135948792,166.307920874125,78.7354002334201,92.5227834853593,30.1667556337682,97.5364383621855,3.9624675656663,3.97332976457234
111,4.11831493363762,4.11831493363762,165.598198166529,78.9467919147215,92.4114537512065,30.3748742173586,98.3584954692059,4.16394114868484,4.16304259199873
112,2.4549511567994,2.4549511567994,173.532769942007,79.1033201839479,92.7262276078435,29.2895738127967,98.1251647808981,2.51517568950559,2.51096520129131
113,3.58391383930955,3.58391383930955,167.284980605748,78.9228291802735,92.6072066450846,29.8151159094162,97.7426280093292,3.61886611340997,3.62475877215475
114,4.45555875531379,4.45555875531379,172.128518403251,79.4579182952483,93.7263517285206,29.5927037763026,98.7269302720467,4.43753560524984,4.4375500778715
115,4.94368158029843,4.94368158029843,164.678876899806,77.8933123792111,92.155750954812,28.3794762245991,97.0233038481404,4.63733303082392,4.6407519713051
116,4.07005349502325,4.07005349502325,170.185675472993,79.2864072187284,92.9921780132528,29.7930927658789,98.2077549297776,4.08844952905824,4.08441011247236
117,201.992839270565,201.992839270565,257.75982333335,174.625121539142,179.51812202743,180.039767573787,190.734293126744,187.050716793454,186.789536814079
118,64.6796701403032,64.6796701403032,166.196589838707,113.767436910596,125.844012917795,77.4965008254614,117.529981437507,62.6455745263201,62.2199651195754
119,81.3793449821507,81.3793449821507,60.0514642102795,137.900102631575,148.299464089107,98.5806832147684,135.197307621326,80.077824613389,80.075896606731
120,139.645240767956,139.645240767956,319.180150168429,197.57726954109,208.587725003284,154.43724304743,190.219355419602,139.823188773777,140.13582054598
121,62.3898465035053,62.3898465035053,86.2648611710312,121.873571131375,132.801138538674,85.5192247419533,126.687529615917,61.6330526538388,61.956205486332
122,66.4601593167098,66.4601593167098,159.490645534393,114.305088557694,125.639864444045,79.484822619058,120.393751778933,66.2388543436752,65.8281482088876
123,147.671179914188,147.671179914188,192.218537053516,150.097962820516,157.793789892557,135.221331224406,155.037593055776,135.587825073182,135.359852037162
124,240.866829986089,240.866829986089,425.797549961336,222.347034188927,228.882492543124,219.533221377146,235.745898672325,216.977681742337,220.712212153698
125,503.872568010292,503.872568010292,1306.32550903467,446.991943186887,449.381369838331,460.32911627679,461.179898943328,334.082430684909,333.04174390029
126,168.039028107411,168.039028107411,73.8802468319577,210.15166436979,217.597487389661,180.064187875149,191.688994727328,182.120951042464,181.804213327773
127,230.795593323331,230.795593323331,288.662883087055,223.514382023164,225.327201695917,220.365149279549,225.936048249027,229.607570502273,229.747211934649
128,15.1796930661245,15.1796930661245,450.684548386029,145.093507059715,154.732132072859,95.1197715187881,128.820729544922,15.2316661693677,15.2239640849641
129,61.7506595037527,61.7506595037527,286.054044428407,151.189072195936,159.20545519269,107.780586645199,138.932209070915,61.0779406753174,61.1287769940673
130,299.532839290701,299.532839290701,526.771438858624,240.97095404077,254.441736979304,201.075100760325,243.196326905066,300.14736708594,300.060398896834
131,25.8588566164936,25.8588566164936,411.862637275805,156.432863717053,165.315048204423,104.926666602335,137.340440224699,26.5757836229812,27.0510441894359
132,971.488863299614,971.488863299614,2903.29027878185,858.278731696283,861.467163706097,888.772508218178,894.775774566922,434.79671699587,434.340475063397
133,100.619131311875,100.619131311875,239.648857910558,156.642169016286,166.185617780586,126.185091547483,148.819525190677,99.4735564316312,97.0569395994905
134,1053.07314186029,1053.07314186029,1402.02924558231,983.099856174923,991.076099621363,995.293357828781,1015.13090317579,1060.07482896718,1061.75115195036
135,29.2115595237538,29.2115595237538,660.526827193305,249.093902307861,252.279853411211,166.120036348519,187.228687966224,29.1985664135991,29.4857677130302
136,214.951491829146,214.951491829146,426.466062864279,361.055834195673,365.225087743258,293.758868782531,317.541024559232,219.195416721205,219.765016459267
137,4041.26980055384,4041.26980055384,6452.68729415754,4015.77382654938,4005.32559299413,4049.77859209722,4004.22806251052,3813.34930448054,3765.28013947299
138,443.198373717687,443.198373717687,778.109971706793,444.737735848643,445.262843380588,429.131729626574,439.924994594442,430.074143868936,429.753855862367
139,1244.84713067379,1244.84713067379,2853.18498483813,1132.44789357853,1127.4104432441,1173.34486689481,1160.29417977426,1059.49377612824,1042.97951053741
140,166.92570707885,166.92570707885,185.435252455513,307.385580439927,310.367234117144,237.280013405614,263.569650436518,167.943578424993,168.406775628407
141,675.472481947596,675.472481947596,1436.69174503763,643.544598347301,643.078108398979,654.680732210755,659.809354319506,641.494831109992,647.370113539014
142,1402.58584547468,1402.58584547468,1880.07515679309,1089.107929313,1078.56998154862,1228.54252205316,1171.57333795367,1348.02318919784,1333.06691264283
143,34.0626513013566,34.0626513013566,219.718795527324,157.071494863739,160.18720591864,70.9979055806229,110.352041739172,31.5906632193443,31.7355475879637
144,48.8995000283973,48.8995000283973,158.003810671701,167.286933842291,171.227062372109,87.4961731726619,123.807978240732,45.4896639302385,45.5156926687504
145,35.2103649865145,35.2103649865145,298.170825229476,163.150681529722,165.335524229314,74.9471508977005,109.767158850041,35.1229065642787,35.0133630646935
146,64.1689767411088,64.1689767411088,115.672647870459,170.631599142113,173.978569428591,92.462626793122,127.700801268062,56.3710299483391,56.3712702578635
147,51.6834775861996,51.6834775861996,225.59034656942,176.542478344076,177.59682571412,92.9767570240402,116.802709117005,46.6961999194322,46.5485882106908
148,32.8260600438904,32.8260600438904,245.446229004388,161.777047908953,165.057396835689,75.37032870806,113.342979837002,31.2166746688008,31.3136959902041
149,60.9944411889548,60.9944411889548,179.125429607909,355.012176545311,361.436237542283,158.228151456619,181.267698361327,61.2797537087243,61.2964166125781
150,484.181818240502,484.181818240502,1137.22040539106,509.675981223577,505.484219202795,411.963257743586,409.112362635313,333.943036459546,334.029267357423
151,220.260809381274,220.260809381274,384.510536248609,380.971636693314,393.719884695209,217.836763770202,225.637305110243,203.652229061351,204.544433870668
152,441.333989799507,441.333989799507,938.081943491077,806.339259491251,797.243760231358,670.78555102853,653.330235163937,474.327281304726,471.302555210681
153,88.0694141798033,88.0694141798033,624.846564881474,613.227182839364,609.935195348265,461.754252569413,462.706927209027,88.4883438195979,88.1143116927588
154,2074.2473311548,2074.2473311548,5814.42863242417,1832.16938629153,1840.23424080329,1870.07221130174,1883.26207051966,1782.20850326735,1816.9370850644
155,57.941451492303,57.941451492303,755.122236859281,614.68053572223,611.186697558773,459.707073749248,460.765369152317,57.7320720444188,57.9328852450068
156,1900.12778538674,1900.12778538674,5195.76079658633,1622.05396813264,1625.77371128263,1688.97059180483,1686.01341814603,1613.10666030943,1655.52297220506
157,393.965213375227,393.965213375227,730.183345845098,687.487988626551,679.84369753786,550.153561354039,539.307620826449,383.383816801216,381.57175355803
158,293.433692201276,293.433692201276,342.483492068963,996.418263989071,1004.77563050898,728.905213134273,745.750059844438,294.135027169183,295.139366078497
159,100.112773731376,100.112773731376,-36.7106950378247,1005.32622742358,1008.2783916649,729.92942017068,741.38387633762,100.873444137593,101.506069784641
160,3309.32318521905,3309.32318521905,11094.732681051,2632.5106393609,2631.80716503804,2828.97032556374,2825.46838263479,1858.97561000919,2234.58877523947
161,6.79280497136575,6.79280497136575,162.297688809179,421.66963509859,423.583768950362,226.197540305081,238.000754293767,6.43894501944206,6.46127332612405
162,9.31193944798553,9.31193944798553,152.307538464067,421.634103836502,422.130558152773,225.862387267082,236.364792639608,9.27358735452091,9.22601714497645
163,14.9174539362397,14.9174539362397,154.47208365993,422.144885194551,423.729728463289,227.068385189965,238.796015523651,13.9290296275599,14.0410977384842
164,171.132822562829,171.132822562829,159.788602325108,308.429701369852,320.43435902596,224.218742744129,240.445190089074,166.691523192171,166.218916570362
165,40.2336072654839,40.2336072654839,268.202766085267,290.368533329782,307.608911972287,183.191902147935,220.904132664251,40.2044398571451,40.2042276875111
166,104.579064373368,104.579064373368,99.8503675192497,324.753797851225,342.287326648652,215.846847419124,264.193019228517,105.105815530596,105.236526646597
167,249.150199614957,249.150199614957,405.36647604618,376.409720099034,386.981461549028,293.915679128279,318.010112140408,242.740206670372,242.519632379851
168,127.414835725919,127.414835725919,120.35241194167,271.417112613467,281.727463554189,182.958685906374,203.297677030216,124.370336881823,125.640489116048
169,1315.65599818379,1315.65599818379,3634.71947753384,1144.18583518547,1134.59730405516,1193.78268224263,1174.6664169577,845.768892462145,835.871906730539
170,85.432588972678,85.432588972678,111.834901968458,175.243044030694,184.87642564922,118.041642495835,146.14969912769,84.2802803546841,84.251584342854
171,203.388492634989,203.388492634989,181.803055742441,244.55161677554,252.645456905379,208.257439528356,237.005924709041,197.135359327797,197.019914734862
172,55.0828002563731,55.0828002563731,303.038643799292,154.853811920095,163.870652927586,93.0355318866403,130.274826881485,55.1214523650245,55.019780377969
173,224.810155925671,224.810155925671,323.389299760847,262.907757881473,271.919613342093,227.927590622884,255.699416990377,222.501089790565,223.284890198045
174,89.9898923655558,89.9898923655558,60.2608345028162,173.325642842226,180.592453603043,118.224718472107,144.619337280024,87.9079823998441,87.9433369572983
175,101.552931157397,101.552931157397,117.754584808247,188.739742865499,196.355978584582,133.041163471956,165.478351871088,100.64955973,100.725403641016
176,275.586577252092,275.586577252092,538.217710049971,306.251607159213,312.007996952007,272.277400967495,297.021454736881,262.540373472238,262.52712913523
177,374.612621732666,374.612621732666,900.741688928876,361.169357453441,362.010023806486,352.975519538167,359.610370460763,347.136274687171,345.947892715384
178,493.803920461055,493.803920461055,1063.59382502332,473.023598477442,473.876127389436,474.584424544873,479.570342934455,478.254813332685,476.275443270403
179,376.13391895269,376.13391895269,764.849917494945,359.408806028696,365.390758637719,343.810112729385,371.689170759259,358.04422543424,359.257819673218
180,3698.07528324884,3698.07528324884,3624.66738544427,3231.66519579674,3235.36713239294,3353.51022702851,3343.55433896517,3698.09749031322,3697.72073774359
181,605.488198603476,605.488198603476,1371.31421588464,547.811533496933,548.561503751827,559.22909750199,564.072892038628,551.203213413348,549.938972560706
182,176.789627867036,176.789627867036,7.18804037783285,237.493549491435,244.479127309725,191.395082523756,225.242211910291,175.404023495159,176.876950547513
183,131.398174221712,131.398174221712,81.573874918088,202.720064419341,208.598719512241,159.063342768158,180.848643794616,134.788301608764,134.775758851058
184,599.837751507909,599.837751507909,1479.85635040456,540.118883647726,543.593203010836,554.053677780021,564.838353073558,519.495232373463,534.319932541998
185,3.72133977878621,3.72133977878621,209.581552027811,269.720767343214,299.254608162349,53.5987879449621,107.728115146967,3.22593218253154,3.23720901573612
186,2.21967727965245,2.21967727965245,217.319802736897,268.54251508552,298.173627308046,53.0107825768454,107.036118640143,2.27569309934729,2.25417452625249
187,140.460298541883,140.460298541883,301.740420605089,144.819757223051,154.973746655803,134.238467506874,158.450081888909,185.105560960587,184.775750622243
188,158.648123000329,158.648123000329,263.469652396759,152.542179137923,156.456866237626,160.548991944978,159.304985637625,169.370968189709,167.606606437635
189,3921.43609462756,3921.43609462756,4061.30129653497,3863.43711054918,3855.02535712128,3875.00518540852,3850.36807026132,3879.41808488244,3879.41146766762
190,84.581162865616,84.581162865616,79.1602836792496,113.232962105597,122.748957576808,87.4404514433333,121.655195944382,86.8307015109862,86.8371849106127
191,66.2527957261927,66.2527957261927,160.811996501374,103.451850720043,112.266341041422,94.0772807011814,111.248814842493,69.8837361609867,69.6257367838282
192,1843.04232067988,1843.04232067988,1832.853024312,1690.9017603589,1674.61868694729,1745.32542189209,1675.86060102455,1841.69662891426,1841.53922306444
193,85.6356271588302,85.6356271588302,135.048949250089,107.857749320891,123.411164623369,65.5734916664207,115.254143126454,81.3704135371095,81.9715213898433
194,212.25333240574,212.25333240574,388.370823530466,206.439283082165,198.637588447812,248.521446620651,205.85744512155,237.412002862478,236.819431727279
195,3.56820303426096,3.56820303426096,172.133130606126,162.050706600029,191.964980544504,53.0152035451437,113.223815542108,3.71810727501779,3.71977475778646
196,11.2688620776373,11.2688620776373,144.107384486863,159.545298318731,189.840482539672,46.2839359394453,111.714496443415,10.7996069695494,10.7998111860208
197,1641.62357292038,1641.62357292038,1856.63627479309,1726.46875611377,1699.75689593156,1733.16839388886,1684.34121083675,1808.2647089693,1808.19971949524
198,41.1964806514099,41.1964806514099,108.624581340922,169.988924867646,196.882496638964,66.4579709564521,118.933734607467,112.650277593298,113.110990271334
199,13.6043596292669,13.6043596292669,137.679195377685,159.564583059191,189.500744017562,48.3161716469295,112.649339915508,13.5107304459674,13.5287571845853
1,11405.8846509165,12067.9917823658,106903.166279939,11632.0173394556,11405.8846509165,15430.0825952367,11405.8846509165,14944.6285681162,11405.8846509165
2,9436.8295598852,8207.72191403562,41367.2050068899,5869.35101222387,5679.12113540842,5797.07911455961,5185.25877553815,5513.06324940714,7066.49869967346
3,7036.15747490264,5346.57610364932,23090.764182195,5011.99066941866,4616.98835445069,6418.26504984929,4895.96260490175,6351.50752830661,5156.61792264465
4,1979.58126341965,1884.44331335061,4529.74023057014,1824.55924865766,2209.55174458644,1222.22584457854,2517.06342299124,1528.1357503106,1439.67302163208
5,10890.2621239771,4848.01861000162,20022.9624899043,7381.49386135099,6930.47591544746,6597.77027260836,5046.11484650063,6070.19338083267,5478.56991596304
6,3864.6778856292,4113.47958965812,15977.2810017414,2515.84160069283,2695.85049369664,2008.54001524478,2299.40239384643,2049.97102291663,2337.87378678145
7,6516.36981585302,6912.67926024971,8463.94169385663,6620.11231331582,6722.61636878102,6821.51616171327,6250.85926654608,6783.9132107327,6869.61262866856
8,4811.04899104763,4621.15752888685,14095.4283139663,4086.7448293357,4004.68050612705,3388.35017259844,3101.35228271217,3344.41019413706,2978.99264676693
9,6911.74950771754,6464.65316557027,22317.0936616262,3436.14586203083,3387.01763390643,3838.21266426118,3769.2380516034,3283.63772648293,5881.55864985378
10,1657.01786583637,1941.22770326139,4583.80018135684,2111.56460562506,2097.60592062802,1501.54463809582,1471.23148085934,1446.67320239563,1371.56055621877
11,2962.88830410454,4148.84991103124,8010.28679522784,2164.32375324555,2093.92452687381,2811.60696340977,2334.39759948907,2891.98967138075,2553.82786875559
12,2501.09489398192,1799.06044868124,8098.67718667967,1606.06624852186,1611.92415628431,1322.35325010476,1330.87799301078,1271.06428458305,1318.05295909764
13,3448.3396235409,1880.02763914948,7255.49117046199,2671.05771098571,2531.92873664965,2547.72995219767,2304.67069831314,2535.53277417693,2307.07167335571
14,1300.32100723502,881.709446794643,1694.43572740581,942.041002028161,1016.53278658014,906.150358767139,1212.43901389069,1047.10616054427,1026.97461632831
15,616.363202822973,746.093145944848,1417.86618348173,630.98947886644,742.589364268072,392.137049978332,707.426659331418,409.796305528338,401.279428304547
16,333.969003592187,1407.56142188413,1709.270337841,618.288271913019,748.129680854541,488.36770017851,815.576535083424,329.06368805422,328.948928305075
17,3919.20644169798,3728.61020807763,9048.20527538061,5258.10759402837,5027.88706626773,5482.56657211358,4407.87181509003,4809.70031072616,4638.67608606986
18,463.163566832099,519.695460793367,1410.93526751303,1114.09971189438,1128.04178473898,426.154746968352,451.8294620982,320.447130747277,320.386086278315
19,3158.36592215852,3038.90411475816,10958.5270630166,2178.54134590887,2153.23024718663,1913.17075808549,1819.46617272846,1968.09603213869,1865.28619976645
20,3441.47626611372,3728.15727668462,10828.8413886165,2131.72443760695,2154.20344021421,2035.75050009411,2102.90724532218,1952.84037835031,2280.54509261625
21,1366.85002411976,1423.10487521499,3637.97336176164,1045.52001097783,1079.93981828775,940.414493306842,867.206790498394,912.21952574675,874.862870104132
22,578.148826609956,597.220842318572,1386.90053604734,971.797179976761,1062.94383586279,567.276706923854,818.029102736456,420.808873273905,416.351551806505
23,1462.63688479699,2195.24640646851,4443.79726220873,2203.16860702935,2343.8047904292,1886.91040018028,2168.13590230713,1991.95746662569,2067.58250956838
24,3261.24523453555,4342.53641220092,4547.84630533181,3686.56402030892,3631.22049381288,4028.48753779592,3592.87845313253,3993.342767382,4003.36252012848
25,419.718289201588,589.563581089971,816.699917237446,952.153875262263,1075.61717515896,546.290549585544,672.821822339138,540.406781186661,541.234560111545
26,5260.02355146404,4623.03967534553,16457.501111217,3950.3441862094,3899.78170556598,3548.0029273631,3289.14650804873,3346.07956778213,2980.09119486115
27,13.8790373455585,12.1385386765458,2367.37517014814,2171.06741247673,2172.0185055265,964.891964520548,1077.88814404956,9.48570552382453,9.46752467316344
28,5962.81688567138,6464.65316557027,22317.0936616262,3436.14586203083,3387.01763390643,3838.21266426118,3769.2380516034,3283.63772648293,5881.55864985378
29,1929.61556766017,1941.22770326139,4583.80018135684,2111.56460562506,2097.60592062802,1501.54463809582,1471.23148085934,1446.67320239563,1371.56055621877
30,2807.75692758848,4165.11420738851,9664.49838229602,2304.87929057007,2264.48237885575,3157.04049804138,2924.90307347674,2942.67553067379,2565.94381027433
31,245.128742838707,216.993750888735,1663.63783110452,1095.37843439227,1104.37569680348,656.036108315156,838.098930802055,141.277045518532,142.173759516079
32,2473.94137965821,1799.06044868124,8098.67718667967,1606.06624852186,1611.92415628431,1322.35325010476,1330.87799301078,1271.06428458305,1318.05295909764
33,3342.11615430191,1880.02763914948,7255.49117046199,2671.05771098571,2531.92873664965,2547.72995219767,2304.67069831314,2535.53277417693,2307.07167335571
34,1286.60467803474,886.384295418405,2682.12862606506,954.048047486491,909.469894466002,914.555576567903,842.84191824033,1061.45740616747,1040.83434046763
35,24.6031529245994,14.3768450865691,1259.25093811649,467.633782287346,557.13752150568,177.321633340151,580.524293202166,13.7613360809135,13.5872367405247
36,589.34012587337,746.093145944848,1417.86618348173,630.98947886644,742.589364268072,392.137049978332,707.426659331418,409.796305528338,401.279428304547
37,349.132598503377,1407.56142188413,1709.270337841,618.288271913019,748.129680854541,488.36770017851,815.576535083424,329.06368805422,328.948928305075
38,4416.41816985556,3648.45259366571,9584.08836332741,5064.71649083585,4960.00505187703,5017.57109077247,4377.9842912706,4688.18325777889,4522.4145149431
39,114.192694498943,129.136911119797,1417.41295571475,998.003002774357,1032.76032031094,487.895519351895,644.559777898911,90.3685969458593,89.9535671584904
40,569.220500017543,519.695460793367,1410.93526751303,1114.09971189438,1128.04178473898,426.154746968352,451.8294620982,320.447130747277,320.386086278315
41,2801.44284272975,3038.90411475816,10958.5270630166,2178.54134590887,2153.23024718663,1913.17075808549,1819.46617272846,1968.09603213869,1865.28619976645
42,3388.59155002509,3729.59510086323,11436.6339631246,2055.08670245468,2051.47468678179,2257.47425992055,2258.90159825267,1954.11409460698,2280.38405048027
43,26.3492202635452,16.314758638861,585.776195299858,1276.88106947798,1275.09733301454,729.793227257672,743.601969330783,13.5831973960612,13.651229149938
44,1267.69764195018,1423.10487521499,3637.97336176164,1045.52001097783,1079.93981828775,940.414493306842,867.206790498394,912.21952574675,874.862870104132
45,727.658769488624,597.220842318572,1386.90053604734,971.797179976761,1062.94383586279,567.276706923854,818.029102736456,420.808873273905,416.351551806505
46,1607.08723377886,2188.02756518131,4811.43299374694,1877.5938949866,1957.95863509613,1875.23528964067,2113.52753237259,1982.76844439965,2058.33476220609
47,7.1405720304957,7.06691369770718,435.845068469903,540.078705310055,603.377312462519,110.936744874389,187.202340186569,7.28461592825824,7.2670839842189
48,3245.82450415419,4342.53641220092,4547.84630533181,3686.56402030892,3631.22049381288,4028.48753779592,3592.87845313253,3993.342767382,4003.36252012848
49,411.424286961667,589.563581089971,816.699917237446,952.153875262263,1075.61717515896,546.290549585544,672.821822339138,540.406781186661,541.234560111545
50,3958.56855564019,3958.56855564019,13440.470680409,3568.52147593675,3568.48678961077,3690.33034764365,3684.50485979585,2685.70095395446,2761.42789731365
51,745.073402758552,745.073402758552,1442.99765949033,813.085682942378,813.342188128001,747.079695707691,749.003706539067,743.329621077992,740.949293220517
52,254.060072773454,254.060072773454,176.045219270938,622.859771787307,621.479244468655,448.973809306407,448.227830478082,253.741966273929,251.197867569522
53,735.580628280111,735.580628280111,960.802832192401,747.862720625525,743.082879226123,649.046390339515,616.739817773553,736.131061655267,736.935500925648
54,523.817852498886,523.817852498886,1012.42812075343,774.558136285306,773.476789517143,634.53088265754,632.64731945213,528.627550950154,527.035906579489
