"series","Basec","BottomUpc","JPPc","OLSc","OLScv","WLSc","WLScv"
1,2784.7648808789,2117.80614400846,10842.8310167093,2422.97648264581,2784.7648808789,2030.2438473466,2784.7648808789
2,940.007706338647,1323.78601826098,3300.10649867074,1048.78211624222,1086.94359571608,1011.03368617993,1181.69899892644
3,1251.0340349799,1622.31635829965,2592.274742366,1013.85303907192,996.367469848362,1245.32453242169,1009.28803294141
4,739.305232136466,285.248146260965,2427.52862529574,622.70477965943,657.145596384166,306.346417805001,495.198830642074
5,338.023074205999,199.291793827325,991.064834229908,402.174021387984,460.835507580812,215.821291333284,441.216654562616
6,2135.67297923504,1823.46260753676,2522.65037893289,1638.25722626622,1530.43622969215,2018.05845731888,1788.5998999488
7,218.947172472335,167.001670145926,532.2618900529,298.253154942431,354.230295743639,126.699750520003,182.039124397322
8,300.032935818403,293.716126284159,242.109687670421,284.565155214577,337.167708848522,156.708671981083,257.679065556922
9,357.013695653156,427.798099014514,760.396173683777,405.846814881614,415.177509363771,409.237908492772,440.471649856796
10,248.938000991354,233.903243203202,873.268481206369,176.441941023236,175.944286745085,149.328632214438,149.002841628956
11,302.900435002886,242.197885314816,845.938156500567,189.763410073787,189.711058827095,192.263010828002,185.992734256876
12,164.055801066101,519.38658198586,478.388003035048,241.150966914122,253.034758304871,274.987655548172,342.538469862913
13,345.702481514104,565.833452846077,621.98391784837,374.399470862141,384.055176313093,412.502157159576,447.142448718942
14,88.1875430254529,54.8978211356159,152.489417687909,110.622867812213,115.896951759098,56.3382489296664,73.7691606915998
15,888.958897869605,1686.93774846675,1765.25774370115,1069.85531544159,1052.10489414882,1340.81962569154,1243.59729978195
16,132.437768798843,135.467843068433,402.750141643673,104.226431955075,106.080607763618,91.2508153941344,90.3787842896635
17,249.368856712607,177.963644554757,515.295682783144,198.556160689583,199.400415925013,185.858720823433,177.094731261365
18,124.323680335519,78.5413721856755,251.472676383673,165.138502839688,174.241565885971,99.0570661022761,237.910322890065
19,198.208357529953,164.252936728823,342.893253632502,246.344632023922,257.234273190361,220.200557403115,390.282321507102
20,508.605654604756,432.699247871931,1452.67764784549,316.348799663841,315.966379635899,326.758101268567,309.44252147049
21,87.8974384140711,134.697221787632,385.857958265187,228.868507295672,237.455874293463,138.415087142992,208.790725816958
22,181.048236547847,138.779220879315,424.953132188337,173.47275500336,179.437582088188,94.1113431174697,135.608054399927
23,102.652079624852,210.36925728281,345.898171895431,271.728064832687,280.670265434016,189.536340668511,209.441160153627
24,100.146966871787,103.138939979492,315.139044196012,132.337472179008,148.564512195024,73.2187062017435,142.483155851116
25,243.835296239643,252.65397674157,426.953997585825,212.004689047835,211.582337746832,253.600747947525,204.293092815138
26,83.9219729188855,88.2126541845065,199.319559399673,128.733041270587,146.445606866636,79.8327835720537,173.960361616831
27,70.6258101789148,55.6137668662741,174.332639182347,102.588072427824,114.190658629771,53.2512652042408,84.531482751884
28,1529.93723342366,1745.52606763451,2268.09079396498,1737.72097389982,1688.97335957949,1915.87159205044,1797.61541324464
29,156.761952719495,134.969636472168,411.504955022428,140.222437553072,146.781451905874,110.856644978245,108.18199661487
30,56.4082879503413,52.6381449637995,130.922189591159,117.543533265384,129.794458343507,55.0363222141249,62.6201495389326
31,144.962537232933,140.382733027474,291.413103688041,121.167745336858,126.798165960026,140.516858266176,122.719176004085
32,64.5075270780411,42.142361265803,177.161180158345,123.479321832627,144.219660863787,45.5891620701205,84.0909236820279
33,43.2431703042759,34.6174735289967,99.3401161207185,119.208311299897,141.209066962918,34.5532531509445,78.1050973233541
34,76.3747521239972,185.311506398387,181.001521617037,149.114384628294,171.979324174187,116.803853635434,125.264525319276
35,23.6552068326347,92.643147208983,62.8181853892469,140.256920426394,169.271743527553,48.975764762174,141.471281607545
36,284.324300774224,284.324300774224,515.935483359357,279.365230301451,283.812736650076,270.212678972433,286.930375063645
37,127.78663634076,127.78663634076,233.974131500615,131.424715979642,134.385563528905,119.875740496181,129.630979285966
38,292.76787428826,292.76787428826,416.359339714725,252.426936672263,254.468679320335,249.026983103294,258.29798008437
39,279.436141583485,279.436141583485,752.697066632034,252.090414812056,248.917887026432,258.520808300633,244.906174660916
40,242.197885314816,242.197885314816,845.938156500567,189.763410073787,189.711058827095,192.263010828002,185.992734256876
41,233.675761654038,233.675761654038,288.815044474383,160.669639183697,163.175565676751,183.830852345573,194.756456825199
42,35.9814623775597,35.9814623775597,110.448808394391,85.7046090652429,85.0860151797549,68.5255166052663,65.898410768097
43,145.63720961721,145.63720961721,171.752173462336,84.7410051051718,87.8089437318122,98.6337772400174,112.465228657966
44,118.249358444334,118.249358444334,109.175865167127,59.110868294599,62.0405128472742,64.3079515054824,83.0293702001629
45,145.404218109145,145.404218109145,215.382170940615,119.973119408999,121.458118327869,126.244942396815,134.911430106738
46,151.834689304373,151.834689304373,204.946649574928,121.739146154382,124.048009723693,127.083373988665,139.57549467172
47,161.716909779787,161.716909779787,194.784471329617,118.084511227609,121.194106848674,127.029674355118,142.176393388405
48,21.1173576458397,21.1173576458397,3.11491333557033,43.7360327744801,45.3224250578023,28.6336940109852,45.9436703673612
49,54.8978211356159,54.8978211356159,152.489417687909,110.622867812213,115.896951759098,56.3382489296664,73.7691606915998
50,810.442980770084,810.442980770084,945.61431341193,639.353250636847,634.287218233858,712.762677472338,688.255011926981
51,597.048764526034,597.048764526034,717.814819155393,416.454029662347,411.317242307645,486.407728843644,458.71182266628
52,110.357838269392,110.357838269392,185.313652136587,90.232126704861,91.5366813390697,76.6767430553527,83.1625101252911
53,135.467843068433,135.467843068433,402.750141643673,104.226431955075,106.080607763618,91.2508153941344,90.3787842896635
54,76.8390923505629,76.8390923505629,161.571041883178,89.3034336461511,87.9318486795453,84.581060971789,75.9756877948469
55,56.7472620905949,56.7472620905949,131.242404757973,60.9722625719791,63.4906533548652,48.7838356136309,61.5282428584651
56,115.405069954105,115.405069954105,253.52070002453,119.170749268632,118.882351440673,113.371995744974,111.649427229067
57,36.2519229598984,36.2519229598984,76.4214988281422,36.6493553835804,37.4100606698695,33.3972262766613,48.7426365763341
58,91.853172197579,91.853172197579,121.479008539374,65.7835350524659,67.3338174867148,75.1863426691687,84.8417653533038
59,118.78219524111,118.78219524111,223.852677227356,136.856349699481,135.166784592528,128.474227792457,117.856979647925
60,18.7742417782788,18.7742417782788,23.5519301067904,35.9054010374111,36.3156246639716,25.6442901927895,40.1078736283933
61,69.2317641110146,69.2317641110146,87.8745603823021,47.6220046619056,49.2443548552518,52.974432023172,67.0674859377007
62,10.5938506951282,10.5938506951282,11.4485983164336,32.1851045682148,33.583482398831,20.127573282415,41.7305441790795
63,23.504812305985,23.504812305985,47.487402730312,35.8448214027242,37.3748261572359,32.3167444367809,52.8404088766606
64,46.5649833814447,46.5649833814447,89.0583985405428,53.6973749311464,54.8878611512402,50.7319994423752,66.9953345797721
65,44.5713410153979,44.5713410153979,82.6884465546041,54.0845118864913,55.379238436106,51.3481874760389,65.0788369800008
66,32.3870820557239,32.3870820557239,61.6336060762062,36.7360479691896,37.5566213671607,34.2090277995421,53.4615771169255
67,18.8353959234945,18.8353959234945,39.5060062582658,31.0462147588509,32.3095795198684,26.7296183322984,47.3399112663448
68,29.922021770192,29.922021770192,34.4652744990756,26.3365885323366,26.4651514917882,24.5442113472138,39.5187951061265
69,40.8603911291321,40.8603911291321,75.3862803856434,48.4426238692098,49.5255724589579,46.302727738973,63.0763561127479
70,21.2485230396623,21.2485230396623,37.5309456407998,32.4619228498917,33.1885447624611,28.7335500715597,48.1005567049942
71,159.61950503578,159.61950503578,528.315730770973,182.663118388731,183.623298804059,159.970326872231,164.99540925997
72,175.221219740598,175.221219740598,470.400298562585,161.034230488783,161.928886859372,153.22651648807,156.436261556695
73,306.577549729518,306.577549729518,529.09983435883,231.637753850748,229.566560666366,265.710759296288,255.467306843312
74,147.129929436637,147.129929436637,240.867887453582,149.511064356278,152.444243700763,142.723611110221,158.853159077583
75,32.3181082158306,32.3181082158306,55.0216658591009,52.3556807549301,53.2144622194457,39.9080640930484,45.5833509471425
76,58.8199873314169,58.8199873314169,108.512076455117,66.2511080189951,66.6413062600368,61.3776618478065,62.746044409402
77,65.7324780319988,65.7324780319988,123.423936564354,86.8698970919716,88.6817203444847,70.6071548081623,83.2056000782419
78,53.0120607418674,53.0120607418674,71.2525801678299,80.8893003511427,84.1570494473073,50.4575556222363,65.3176072909915
79,51.8629337393936,51.8629337393936,113.000144923813,74.2587017748421,75.5633999891495,56.4278827057605,60.8174023427785
80,96.5890229171523,96.5890229171523,245.661337757399,83.644830832964,84.6133243393712,76.443268402196,79.6697274837972
81,69.3776643487853,69.3776643487853,144.117554702831,105.15832452016,109.189199707448,60.3860497438336,73.2667196565623
82,156.662261432087,156.662261432087,224.692945631531,184.199304398505,187.064992573159,147.375717654981,154.918293698647
83,104.467478153604,104.467478153604,298.646087728582,88.5796777587191,92.0144027529804,87.288463157353,95.6062534051516
84,31.4480256558636,31.4480256558636,42.5776556986265,55.4367263742225,59.1359282443436,35.6260468871086,54.4000972705678
85,11.7720631711268,11.7720631711268,5.64391557856389,49.6222591730051,52.8591438087843,31.8493689900438,45.3698700008549
86,40.2793194700215,40.2793194700215,108.469032016717,53.753493382496,57.152374368534,43.6586726050024,56.2196026382106
87,205.589730688033,205.589730688033,319.509683924342,187.660168578133,180.719573679924,210.492457599842,182.470669365043
88,23.5999894476716,23.5999894476716,33.6992467710003,43.5939916192597,46.8816511651839,29.9173126843447,40.5069553213068
89,36.8191862700781,36.8191862700781,66.7394605264987,41.1007214448425,42.04694568447,39.6249649565591,43.0348144107
90,22.5296255764105,22.5296255764105,51.0685764863707,33.215732496635,36.4376419377112,23.9754329804801,42.1027740849145
91,17.4198168194077,17.4198168194077,20.6721764956586,33.4111034551849,37.1680318951174,20.242566398166,42.2731273852606
92,96.7200294950493,96.7200294950493,161.399652391251,96.2169968741679,99.0244947547003,93.2795497605531,106.318233039659
93,40.0156172866963,40.0156172866963,96.1229615477304,69.3202341136267,76.5248082609608,41.8969471006547,62.4151849496626
94,78.1498648405491,78.1498648405491,134.333396360565,70.4670323447305,72.1756790679175,73.643437814053,66.3099254193171
95,73.2434928313026,73.2434928313026,182.310065582442,104.887189024628,105.79480205532,91.9609349617702,89.8464148027763
96,536.472489198039,536.472489198039,800.723880692832,545.191862185292,534.770298611381,573.761663737612,549.672242294654
97,1027.20709975951,1027.20709975951,1317.60422612181,1048.37249619674,1035.17927892569,1082.96414420067,1052.45191119923
98,134.969636472168,134.969636472168,411.504955022428,140.222437553072,146.781451905874,110.856644978245,108.18199661487
99,52.6381449637995,52.6381449637995,130.922189591159,117.543533265384,129.794458343507,55.0363222141249,62.6201495389326
100,140.382733027474,140.382733027474,291.413103688041,121.167745336858,126.798165960026,140.516858266176,122.719176004085
101,49.561486236344,49.561486236344,93.5418838670902,64.1000855265697,73.1868863385619,40.3663967730101,47.4675526439776
102,42.1064012282702,42.1064012282702,112.915174551237,81.125046728953,90.2484624568282,48.5154082349847,64.4472084374293
103,38.7267692123564,38.7267692123564,86.6611017787595,61.0828101818224,70.8288668975797,29.9725819589727,44.5734472169089
104,13.1795713428117,13.1795713428117,30.9997233953301,65.4917873838764,76.3103642020987,24.4811688964387,46.2806979111513
105,88.658776281137,88.658776281137,112.233884188657,63.0797255170217,67.1913461001748,72.8804963296985,60.5755184394831
106,59.6743947434793,59.6743947434793,62.3876366334127,50.1340776553619,57.7991652863423,38.9811148785969,42.8583697227586
107,15.011576152724,15.011576152724,10.2438648892886,48.9770198584557,58.3371833435076,13.1865560482591,38.5086108413625
108,45.5597085650727,45.5597085650727,38.5916541226177,35.8017982791289,42.3330917416056,23.8429526557022,36.2811034224551
109,10.3359610102,10.3359610102,4.62989106484779,35.7985926824501,43.15448126199,10.2391294649758,36.4979556710159
110,6.94280352818615,6.94280352818615,16.2765684589102,39.0334277151098,46.4033493766305,13.0013841334039,39.0029123885432
111,40.6283370542024,40.6283370542024,34.4050030691304,36.1405380047883,42.7303709771063,21.6132046345548,35.8257268742206
1,2956.17824133953,4756.14337566498,5924.65109787358,3035.34839815379,2956.17824133953,4180.06725190604,2956.17824133953
2,296.701888010123,312.718178158662,1413.48959820732,226.570059858942,231.186430176549,181.686713449201,236.26245358304
3,1059.77157964623,785.318778273456,1297.50600464955,986.633566139599,951.130779056943,957.720271031066,693.665357069806
4,477.259363463849,1449.71282347036,1566.66660410572,686.561713021042,679.64293868993,1226.70421835133,1051.11418342634
5,383.04583026974,424.452626517512,521.809033555239,357.617155732389,364.500929428112,339.855225902939,284.395735791974
6,361.553559135809,396.61145750569,682.816939949421,361.591075780844,362.463045221316,388.803225920372,341.206197942635
7,388.773831241858,415.294925209088,581.902625364126,381.970392228707,377.837480082733,494.060164643369,406.614323318119
8,249.393978417103,359.638995557777,337.218815203589,218.520624105739,227.99833627293,274.417680397509,197.236249683715
9,109.569344814184,218.40380830878,387.04920694455,163.335608608784,162.10045259554,172.982490961184,170.839124064414
10,203.047117048148,176.585169848093,471.146770249912,152.987515003072,155.362971975129,163.604451778207,166.316909818088
11,212.7083569724,250.40371940327,465.681449368947,205.741771486508,206.249252049136,223.418107539939,222.021116803316
12,62.3936704693305,85.7750673727039,106.837709817053,70.1874808846526,70.6146468380564,41.6227611120878,62.8556616877912
13,113.220789334244,44.9454677908568,191.573223257558,131.355348295927,129.883705034417,105.320924778311,110.464169881394
14,76.2388671387558,94.9688916586958,124.375490064904,52.803528159903,53.9625041884042,76.8717137838894,72.7711752996953
15,364.955831961242,513.812772384829,684.52601926082,464.774164691211,464.792904607909,485.023035454051,468.562239538937
16,108.121518850662,100.200468107405,222.454136044989,126.74614187863,127.455977341226,108.958014638818,108.6084583622
17,71.6942977755045,50.2655661922629,193.644128990796,67.2329107643091,69.3765502761826,42.6480773864017,53.3851115111902
18,80.8759431709873,43.1659409223538,103.572547832485,89.0035625494564,90.4968654058972,53.5760864032188,84.5525483320016
19,127.835343177622,130.259639997223,199.970168987007,132.372365160829,131.823844356002,131.437579589203,136.588231509741
20,764.23873427953,717.871688276468,973.308097698751,629.584231642201,628.321030547645,742.569642910697,729.599784711212
21,250.132190079013,273.542301101042,222.375027009725,82.8038534357691,86.0348795181871,140.92647966769,126.849443102952
22,335.809239182103,230.718159371864,294.240767392947,122.496614046045,124.810747880933,207.12812430763,179.583910079431
23,89.0935282819377,56.8275601833269,84.5712467948683,52.6498234020044,55.0439404290242,28.2464802023724,34.2462851927283
24,101.228325354481,242.06040521404,259.01384060989,176.439779778392,174.854925599505,195.422803585387,165.638630332264
25,50.5196310374272,61.0396747025206,132.978088229017,83.2342618726063,86.3683300838962,60.9077255018817,65.3028686634714
26,30.5683402174156,16.2105160623795,61.3113455233955,43.3486440758941,49.8048803685592,19.6487683238844,52.1529713543592
27,49.81750660627,75.8318537790911,113.242630904009,89.9529257869175,91.5159301857807,72.9291941916509,65.5020773871497
28,180.908334269939,267.660894904132,451.225941253253,226.527233289519,225.33553918479,249.789728724234,232.291479034306
29,64.7398436275051,83.689353425367,176.744468543055,101.030512408103,103.395091787813,79.4727130057612,79.7624951124672
30,21.7474285744319,22.4739471371185,53.6549983448021,53.6799411700933,58.7710012965264,21.7958534947817,25.3446973228776
31,332.686363651731,243.305751892678,362.94283904301,279.149359265945,271.248377625292,308.106428871962,299.78278423993
32,73.419117427504,50.7837643769728,113.481571611962,72.9774792348466,78.6359260300235,61.0827072675548,57.6651695159075
33,104.336567065844,77.0029777399485,117.416029388745,78.2150662496627,83.042782123547,83.4107685759302,67.8466160094394
34,275.020658442689,359.566463645445,358.911311004626,253.82296870066,244.479056855974,320.175261459236,262.201756094945
35,20.3940773997105,4.42466062966733,21.4097774500786,55.7003274087014,66.1689986872032,18.0507960454743,53.2925754451968
36,144.709035919678,144.709035919678,253.66554798557,114.744080654457,113.987184621254,119.297141052959,119.163443941689
37,75.5315456354535,75.5315456354535,123.903322060938,64.7515295459096,65.0808942598707,61.2420479813111,61.9254427103904
38,46.5169221789224,46.5169221789224,90.8695103266681,68.7017128931642,69.2868683170555,60.7101235473948,62.2505354932373
39,159.112639524596,159.112639524596,375.593654767751,138.712404060457,139.670551319439,143.123875084821,144.990358965903
40,250.40371940327,250.40371940327,465.681449368947,205.741771486508,206.249252049136,223.418107539939,222.021116803316
41,24.7997011579495,24.7997011579495,64.3522941325767,34.445488448098,34.105267209771,27.3769198363374,29.4109239882683
42,11.6917289324921,11.6917289324921,23.5009363221843,24.4790098990125,24.3174265403611,15.4989804233966,20.0730812866974
43,40.7774066585023,40.7774066585023,31.4792097795026,18.8496243619684,18.9970817378909,18.8802950724503,21.1502935120005
44,35.6436303954121,35.6436303954121,10.0007460797426,17.1877175928101,17.2062659589738,12.5845010825599,16.1939578250147
45,26.0546968217876,26.0546968217876,68.773308739599,39.3289413777408,39.4601625228047,32.8715217417598,37.8920432042704
46,55.0375227981654,55.0375227981654,113.468653182053,83.0873886941164,82.2613628859859,76.2236749731388,72.9298056574702
47,14.3865008386899,14.3865008386899,24.9444220377049,19.4504978165326,19.3562990392864,13.5778011175851,17.112814803198
48,20.5368262834493,20.5368262834493,7.88643897116394,17.3898732018082,17.6484419454107,10.6433594865765,15.4343328027117
49,94.9688916586958,94.9688916586958,124.375490064904,52.803528159903,53.9625041884042,76.8717137838894,72.7711752996953
50,309.313587501887,309.313587501887,417.227439821032,303.369754228917,303.343182036041,305.099996944082,300.415437498707
51,122.23167120311,122.23167120311,210.724718567376,114.427802003233,114.723568375893,113.73757185053,112.022224805238
52,38.0377370643199,38.0377370643199,76.0160189259177,45.365504655346,45.9862280970567,37.8041508566799,40.5778124673539
53,100.200468107405,100.200468107405,222.454136044989,126.74614187863,127.455977341226,108.958014638818,108.6084583622
54,23.5520343840315,23.5520343840315,42.3697898025318,31.0522876063908,31.9280710030659,24.4371731178738,27.6196341220328
55,28.0546602168434,28.0546602168434,52.9779665327646,26.1630541279323,26.0251578538556,24.082686850702,22.8336425792881
56,38.7214497096549,38.7214497096549,93.6617882934126,45.2013622048785,45.8327421512081,38.5496490752996,40.6827429105858
57,24.6601329441749,24.6601329441749,39.1692157400512,23.0559744706635,23.4308439336135,22.5734377553491,25.8327618421823
58,12.2805663920859,12.2805663920859,4.81617379117084,14.4834344800631,14.9083117482291,11.6861367839128,17.4369390906982
59,32.223887230227,32.223887230227,62.1273167634805,23.1007454499754,23.0501694062779,26.4388928307958,28.5145241439837
60,68.3029683053154,68.3029683053154,98.4673053982635,82.1777115511601,81.6100414141414,76.6165916278878,64.857430318176
61,6.94601275550421,6.94601275550421,10.5047809067446,13.8457409413171,14.4210960805209,9.14185200867772,15.7979630548602
62,7.06758258940721,7.06758258940721,26.7386852582234,20.3042297170292,20.6002747196863,14.0901669538024,17.343243144878
63,5.52219232764569,5.52219232764569,13.616723697734,9.23370850015659,9.71823508209902,7.7956270280429,14.9172549067263
64,17.8452256258384,17.8452256258384,27.8989231934972,17.5026806360887,17.5093072011929,18.0186918664239,21.3101360790279
65,137.237485463773,137.237485463773,155.291525524417,136.446760854977,135.847881579586,136.686544900035,119.595382410878
66,18.1643236295407,18.1643236295407,27.8024016819082,18.4009484419929,18.5610265864415,18.1257213480043,22.9574258369465
67,8.6140086907148,8.6140086907148,17.3146964912773,11.3851713203622,11.8032865195984,10.0726452710976,15.801721173987
68,4.17399874670709,4.17399874670709,12.3360711403667,7.06219844038749,7.5067239352807,5.55825955857944,13.4412495224945
69,11.9948085681255,11.9948085681255,15.9672963547183,10.8421315653853,11.0237407061444,11.2385077721007,16.5497083187932
70,63.3880877834952,63.3880877834952,90.1145359420686,65.8883490294128,65.708610216231,64.9449085577881,57.0770239854727
71,131.966083394497,131.966083394497,259.802845278893,101.225726446044,102.329412636245,116.417281309386,117.331759578789
72,585.020928025018,585.020928025018,717.613643468702,548.79572638001,549.321055255449,581.194727099868,578.744857641412
73,47.5852448328226,47.5852448328226,113.704087770688,53.1320768360402,53.500569330474,45.6497937696955,46.409113192783
74,232.471555536536,232.471555536536,249.083502489722,172.407318000779,172.079582200489,202.009994537112,194.915613186257
75,14.1479648723898,14.1479648723898,51.8157031421181,45.9397545610732,45.4594025979623,30.8854394749219,32.5956464025406
76,15.1112054550692,15.1112054550692,25.4139532349923,25.7810448223907,26.0139970552927,15.1555908860138,19.0714506819035
77,41.1793046518133,41.1793046518133,35.946054738239,21.3195228396739,22.2054426317813,22.4104648928429,26.4280260215785
78,21.174532885018,21.174532885018,46.1820624135227,43.4145687875217,43.0169239754593,28.0008457406866,29.3204512989088
79,166.469728289819,166.469728289819,192.055678226616,110.624102579902,110.47403488149,149.022878654067,140.580481267508
80,89.5225287548807,89.5225287548807,146.7804061279,66.2831454504959,66.7351220741324,83.2307201298498,82.2839207646747
81,48.8248519071266,48.8248519071266,63.7906248008058,26.6491873899821,27.9814752017579,34.3126862906748,34.8594706862811
82,16.4104661490199,16.4104661490199,29.9659572705848,37.6675654355505,38.1035189235278,13.6159510728052,18.2052342531403
83,245.889336652513,245.889336652513,298.229713781805,240.268140322014,239.407296641525,237.924139837688,232.939703121211
84,9.72810450648886,9.72810450648886,34.2316231412706,22.439209063383,23.4024032404492,19.9127353180633,23.1993958787664
85,8.02134629378513,8.02134629378513,9.88167344903888,17.4249912793596,19.0631195876901,9.81293984784697,16.346450291745
86,34.4227497997625,34.4227497997625,61.7918694858244,42.9046201176072,43.5762589602776,35.0132334759035,34.7638122268994
87,27.6445002499501,27.6445002499501,67.0764082960339,36.112454326542,37.2108487993838,27.3712408835679,30.3632403895725
