,0
Base,38.3911558174442
BottomUp,42.1689197324118
JPP,132.96304639447342
OLS,32.525867322816836
OLSv,31.26938876209504
WLS,36.059216840162286
WLSv,30.77285596637674
MinTSam,33.0829825201877
MinTSamv,34.64869711890376
MinTShr,28.719303144103243
MinTShrv,30.89015058842878
EnergyScore_Opt,14.45674536991886
EnergyScore_Opt_v2,30.073174667137543
