,0
Base,443.6853093655586
BottomUp,492.0267876225532
JPP,1058.844428733464
OLS,421.3501679255096
OLSv,409.65376273634837
WLS,437.29885943559003
WLSv,403.15618145714717
MinTSam,384.6064214976136
MinTSamv,379.68554906690736
MinTShr,388.41386043968396
MinTShrv,384.16687870709075
EnergyScore_Opt,300.5335001560348
EnergyScore_Opt_v2,330.1366070690725
