"series","Basec","BottomUpc","JPPc","OLSc","OLScv","WLSc","WLScv","MinTShrc","MinTShrcv","EnergyScore_Optcv"
1,533.879887085673,310.881818082512,3048.47827565492,478.876833971263,533.879887085673,176.611431571853,533.879887085673,225.021758265972,533.879887085673,533.879887085673
2,651.87310826909,389.555812017849,1020.60670001516,658.372215415894,663.104217473023,556.91283313003,614.78745602339,568.913330000521,598.492115861288,509.000503053288
3,242.748227409668,456.053006183478,618.374712022843,231.231568118788,224.902996624389,340.321396036007,204.365884686521,359.505035359457,259.191267180116,263.68615858364
4,713.89255018189,807.646924977072,1336.56296782391,869.955151026283,873.180975381046,995.889035876627,1056.77974450474,1094.87382638202,1109.25942171673,1274.80688827944
5,96.0257534610757,46.458176145971,224.711087818294,112.59762713608,120.768291401322,71.0924962768086,127.895572993312,66.7502133143241,85.9830915019769,223.054126436215
6,973.742791357738,1381.00255227956,1390.36447076853,1104.4128456493,1085.94732386155,1285.20355642076,1242.31170845373,1267.21323933114,1214.08677008219,1407.37910192913
7,212.206633623751,197.18718038546,306.033553910287,215.98921341314,210.962023367335,252.94315061121,263.050737721967,263.503061359552,270.30484008439,372.099172531921
8,214.179077274703,235.658304333131,304.100944087542,186.876576064493,177.449867446567,241.501010410683,168.633679810385,244.762134017777,235.761292079098,258.052514927615
9,281.017592620493,315.815321674651,468.656504950196,387.579453711421,388.557272133808,360.750865417655,373.103189726713,355.79804815063,374.285738445114,438.029895067219
10,389.454467364439,434.499749756251,531.58590307918,375.301490612058,373.731758322391,432.428605100991,417.044364128735,405.63151838717,353.864836609413,538.452931668331
11,290.961879771396,301.471933480529,403.261030930897,370.323299462302,370.81765275713,337.964525520686,343.98532681155,339.627679972333,346.657440243428,60.3308617700483
12,40.2511673357713,51.1223879943222,113.957971521208,58.2694850307956,59.3981600582696,49.9700274690151,66.3729511064907,41.5634140273059,52.0138125658567,79.7181576056512
13,204.58544277996,229.235964658135,362.380265582965,293.293409427141,294.272916645671,291.468419689388,309.592190632348,292.167132133351,303.623969539938,421.387435045552
14,43.2788622333121,42.0820745152437,80.4900539927926,24.6223663438824,24.9688023578365,30.0219509632339,27.7012371389735,26.4665393697038,25.360186195592,67.1033586501729
15,436.489448925614,459.123410000589,574.330362326713,448.364272951625,446.018607518951,474.887522252019,451.887657406391,447.034937006988,399.247465205348,444.064019642482
16,143.411916297317,131.739161982709,197.116234948473,166.747496859401,166.573256609803,158.773130309525,164.148666962912,157.809274796077,164.66498537851,83.4294243863843
17,85.4675015861277,73.334428825219,128.89307051648,58.9360453414081,58.2644926604466,70.5077099774352,54.1077048501357,69.2352359940479,61.2585307962017,129.679746119549
18,86.8689927371878,143.965827311837,142.863699892706,72.4777953868688,71.8539629775549,95.9931845094973,65.3789106300873,111.219272064051,104.729093241438,23.3121622377155
19,93.1901493597741,62.43600029807,168.860674260066,119.696691717164,120.510004357811,116.93748659785,146.601253630724,94.7713955689992,103.729019540173,186.592444774944
20,725.651833691331,452.796405237444,813.577255275088,685.510233595547,687.174220113182,653.515930790134,672.787993954304,688.031409648854,707.247103995943,873.730906611064
21,182.44158708191,197.292841357013,305.998732756494,164.764804134661,166.187818608949,200.58698599664,221.334948910248,227.596840610297,242.38837221763,258.486523683154
22,106.921926914621,76.7366832054339,230.285926672964,106.828206971725,106.014117989645,82.4181865897666,72.0630200491288,63.5757032974573,58.5678796465407,70.6315699594148
23,159.612810611015,158.588507978204,240.464037364581,138.102328516489,138.547287555242,172.802515920243,183.228070444445,170.937609828667,180.362467946671,281.763973035716
24,44.2690661949613,46.5266633754814,110.115494106736,56.428362336565,58.2870098595046,47.4926710822177,62.9465760268311,56.3754367546445,67.1990569961871,132.200076639062
25,99.6926218468243,105.192086744163,123.477826877266,71.8008635636953,68.923250798773,96.0920967283337,65.7525091420524,101.40974922586,98.248424564236,70.174675361419
26,53.1158743115143,28.9820313946451,87.5775212491139,65.5650065724961,65.9392067124779,56.4112179394827,70.6937749908478,51.4281899418168,56.0378831858717,149.97775531227
27,37.0213342931061,37.3295612396397,72.7805709703687,53.9762040580122,54.6884481376564,48.0550520187853,56.2768393301695,44.5723317022426,45.7761113645755,34.3132460537985
28,1273.51538508922,1368.23682671663,1388.28285111323,1236.92559027177,1231.18032583408,1298.00060667819,1273.48451661008,1289.45557997047,1262.07780025159,1158.61189705934
29,46.0070853498117,47.2391130163135,127.789958967607,45.2228745101092,46.1111198951191,34.2056012743911,34.5734014523077,36.4640028228927,40.1617774525549,155.39567745088
30,29.971663544794,27.6721002647756,51.1174681936017,29.8773419607548,31.6973493514335,18.5862994749231,18.9099409886092,20.4633853495589,20.4439635263131,88.1757622953275
31,27.3991816472031,26.4237470062307,69.4438778664401,21.6329001443582,23.1701026266461,18.636713932397,20.2244771648379,18.9020930342164,19.7548406762446,28.5308788335112
32,109.026225194933,113.867795243983,154.306789188545,113.533915857607,111.44391969384,127.415969610403,133.392476352465,133.207217097092,135.243547937129,198.753885663863
33,105.243723080712,80.4946241626856,130.791107714554,97.7685198795691,96.0210548225936,106.423050696838,111.835141691808,113.591585706719,115.78417902021,144.037704451451
34,149.602052047931,156.412145910926,226.083394272935,143.345568876073,137.851849617306,166.523502027865,139.683590822379,160.106442769719,154.28351177485,167.684586368696
35,57.6840536184185,60.2577340496656,76.6227956636191,44.9257984001349,45.5428841873999,51.5228715449896,35.7060579036794,62.8093396129022,60.8332723319339,89.1719791296624
36,171.470117068389,171.470117068389,290.329105641728,204.783257227278,205.200577626392,185.652669896057,191.226315148911,178.933501618478,199.467898709112,361.099737831803
37,125.476097800176,125.476097800176,182.612503642849,130.360649275363,130.707080912589,122.107228475764,127.87324330308,138.116732214505,141.918692058679,179.586421177295
38,146.3429518121,146.3429518121,233.995588984116,183.395831103775,183.85990415619,166.681125976783,172.283740606544,169.168334261479,176.226792663314,326.299998272182
39,671.067705618811,671.067705618811,767.285733657731,649.90776315986,649.081908420536,673.17398935297,665.648742888032,647.321353127749,611.929227493819,885.059617576555
40,301.471933480529,301.471933480529,403.261030930897,370.323299462302,370.81765275713,337.964525520686,343.98532681155,339.627679972333,346.657440243428,60.3308617700483
41,19.4629478131122,19.4629478131122,31.0897589864163,19.4066625824824,19.5564634045595,18.4752762178459,20.2658284465455,16.7463998056847,18.0205749751291,13.7470142113847
42,68.881171378043,68.881171378043,96.2246091936108,61.1138427871386,60.8986878001737,65.2730490561754,59.0188550310619,68.6532095114916,67.4063160724643,40.7988819619033
43,99.2486253444333,99.2486253444333,143.994550781068,105.181518616059,105.445386070747,104.810834890843,110.119762664773,97.4070584437891,101.15903699974,106.612964592596
44,19.2570522624934,19.2570522624934,29.6797677647792,17.840272165405,18.0608529393622,16.967144882181,19.4062923890911,17.9360063845096,19.6989774182005,49.3070354343682
45,90.4949584396537,90.4949584396537,150.763381440784,107.641549735282,107.84257466462,102.407526612154,107.352337187713,107.52209702012,111.932731050781,204.369344711291
46,158.373440500242,158.373440500242,216.852699789694,175.002175906443,175.265057505152,170.981582047423,176.785225222753,165.638427946264,171.996679060648,226.780089857936
47,20.0573942375195,20.0573942375195,28.8865914274958,19.7645368974054,19.9956456799897,18.1751724953847,19.9302594536275,18.1558958727153,18.7498338915535,2.17408695577849
48,10.6737154139584,10.6737154139584,2.11974154350637,15.5357780972247,15.5734471983349,12.5145297322853,12.7133174079867,10.8838454216471,10.3145045974776,2.16572719221601
49,42.0820745152437,42.0820745152437,80.4900539927926,24.6223663438824,24.9688023578365,30.0219509632339,27.7012371389735,26.4665393697038,25.360186195592,67.1033586501729
50,224.495404196131,224.495404196131,327.613101674868,227.431463311312,226.895423941612,228.513080647753,222.449252183156,212.031644142461,187.288486801525,82.2014150493558
51,190.779947948614,190.779947948614,235.125914512784,166.748604161569,166.030895235246,178.954744299204,170.922257315119,178.441894922388,169.310947174729,477.665802478274
52,19.8586383782108,19.8586383782108,23.5107683368363,24.5840115429841,24.7599157307052,21.0460726590364,21.0628069756582,17.9741667628482,17.8428325118018,92.9786124696159
53,131.739161982709,131.739161982709,197.116234948473,166.747496859401,166.573256609803,158.773130309525,164.148666962912,157.809274796077,164.66498537851,83.4294243863843
54,63.6045075410908,63.6045075410908,92.2585252641227,57.6778404157012,56.9508377205452,62.9458256962643,55.1495431880135,62.1908311642949,59.387541505015,49.5882001762906
55,36.4957748717653,36.4957748717653,61.0160977021541,37.7934917608343,38.0078326592895,35.9376016760712,40.2036510337345,38.7898232814437,40.7506581352145,92.0214277127335
56,50.2107755262555,50.2107755262555,79.71410787337,46.6554101563333,46.3557961713151,48.4001367838349,44.1304555213799,50.9552829674201,48.5514498801597,184.242616847278
57,13.7348164637287,13.7348164637287,21.5502639311668,12.9617055035496,13.0758788654126,12.7023841279923,14.256069892588,12.9250172988987,13.2959898067845,14.9577167577329
58,31.8584510457844,31.8584510457844,61.7470307825232,42.7821860674546,42.9492679739303,39.8957886976383,44.2025198249495,40.0930236201738,40.6356231422628,80.4568323846824
59,225.92482618373,225.92482618373,256.817951469513,213.946170188602,213.497634941806,217.825664382496,209.264719906336,214.192060781424,210.943163433379,228.456330446058
60,34.6592340954857,34.6592340954857,41.5085436707427,22.8135866459734,22.6391465452688,26.1274610957212,21.4369377781194,32.7903643857847,31.5724377991942,5.25400785069768
61,61.687249995495,61.687249995495,87.5683351829436,72.2399537040796,72.2849768437221,71.1505038696613,74.3234125636481,66.3430366056579,66.3889576650191,80.787783096549
62,6.21414613226248,6.21414613226248,6.72557905041211,10.0221290981024,10.1445977567955,6.77259722001751,9.6512834568953,5.68456065717915,5.6871866072684,1.75527637810576
63,5.78145957095613,5.78145957095613,7.9136764626892,8.19748989959967,8.36302260094575,6.62420579596908,10.124472136872,5.11284913382286,5.50073128493853,1.93353252688574
64,14.3254192145303,14.3254192145303,23.0823364911263,15.6915801278141,15.8159696156624,15.2335216368366,17.9984373223252,13.6805374649565,14.9668956821205,47.5360535012535
65,18.4886652616569,18.4886652616569,39.7027487531878,25.5255772635244,25.6454056990723,24.5164157411194,28.8747019508224,22.4377585256198,22.3641586003597,43.265530941767
66,18.9908881790916,18.9908881790916,35.1759045765424,21.397086576549,21.4953124138636,20.9101561246106,24.2147646612541,19.4374967161474,20.3921378586313,24.6866691924302
67,24.6755607694752,24.6755607694752,44.177906323535,31.4778345757418,31.6131424266391,31.4327746286578,35.0557878399754,26.7311335230596,27.3716633070125,23.6972383645157
68,44.2634365934507,44.2634365934507,47.2296491540619,31.4563419658819,31.1420287900589,34.7344151930045,26.1529114062034,41.1806314175686,40.4942609802391,51.0130987384975
69,58.530179028481,58.530179028481,87.4424213801584,66.4660615897605,66.5667201538213,66.2952724300638,70.4856417509265,62.2468069942024,63.4166059220577,115.828229639531
70,14.5774284681381,14.5774284681381,23.6108493996794,14.1453927716764,14.2275666198595,13.6519533016498,15.0142818148206,13.4922185076179,14.2428207073685,3.00703075393593
71,98.2673625535876,98.2673625535876,222.516315868045,138.985426095009,139.525590147395,125.167936597553,130.069522162429,135.491614149083,150.834020867793,363.231987459838
72,250.128232035675,250.128232035675,414.899480602861,317.34856207973,317.84815844866,303.160185093098,309.577721580339,323.020284145624,339.011938597919,610.797385686602
73,76.0619110075195,76.0619110075195,179.750155131308,113.543945438324,114.029506152231,101.713999756435,106.56118674767,104.361332331415,114.252727972938,71.2815168663694
74,150.75985496068,150.75985496068,214.419277812374,145.893164174886,146.338424753736,152.655760721192,159.254076080722,158.309222097226,164.612206533278,325.130790482131
75,18.2251021960565,18.2251021960565,20.0135966584254,21.6674767110291,21.7014877020757,18.2735186858474,19.3836914713094,16.7063159850902,17.5045584063588,59.2472130977047
76,21.4935533611849,21.4935533611849,28.9680362023036,23.5876431981296,23.5864921720681,20.8733980509288,21.4835315751539,20.4012643162459,20.5432110783505,84.2657415279898
77,46.9492105456845,46.9492105456845,82.0310744429157,46.7693699488388,46.9267389436005,47.7057741262198,51.6635205287403,53.527278222667,57.9784070784522,98.1876873401555
78,21.6678414275973,21.6678414275973,33.3673581110587,30.2178543394025,30.2948596495543,24.737807075747,26.3528084714802,22.0244626393668,23.4737688369795,43.4476364890226
79,39.4368681308165,39.4368681308165,79.91138218662,50.3367787561624,50.0407647959464,44.6947144628843,41.5343054187791,41.3323946905693,38.3558668857621,45.8303430504704
80,55.5890372435364,55.5890372435364,124.739039550201,58.0342143049601,57.6521421983151,53.152705032487,49.4926291513659,43.0475664512728,38.5675119074097,10.3520051145193
81,87.5724908824483,87.5724908824483,137.708039025212,78.4492916399853,78.9315725337658,90.1768775013808,95.3521582008812,85.6961157069168,91.2939537786602,240.303996792806
82,61.0399776044363,61.0399776044363,100.592736339985,57.1967557111254,57.3582556803934,62.265557101494,66.8427496170019,64.4335117472699,70.2258578669665,41.1291280041295
83,40.4117932883616,40.4117932883616,99.7667196093395,34.9033720242035,35.4392449673478,35.1336291714125,38.3121045835717,39.0930251223135,48.579298062825,140.491166521778
84,17.0179016451781,17.0179016451781,30.6928739063347,21.8837306898875,22.2833816613477,18.9422673930187,22.9979238172575,18.1265816792475,19.069713716527,14.1678434353953
85,5.98850207115843,5.98850207115843,1.01291449903263,14.581202859733,14.6991110542625,10.594027492887,11.5165709364821,5.72738188593469,5.7317213966322,17.9499363895015
86,33.0546962293673,33.0546962293673,59.6122974066748,42.214113764861,42.1730172923985,40.3072433797301,44.2950390312704,38.7160887375235,39.9630292522335,61.4398735879386
87,141.010244401253,141.010244401253,163.201557491354,132.260713215245,130.92583216967,138.037251545955,129.445040481063,133.577426946578,132.938644946085,122.86315630146
88,17.581361042435,17.581361042435,20.3417117610537,11.8081294358924,11.972343923149,12.914057815774,10.3356709069542,17.4610499047515,17.336260985053,17.908957142298
89,45.0808700270664,45.0808700270664,49.6315023818021,28.1615863064279,27.4936327799032,34.6568830685763,26.90531171788,41.3596592939228,39.2913760948672,50.8782029255672
90,21.2526761841122,21.2526761841122,45.5877378911934,31.8103813530157,32.0000790733351,29.1757851942,33.810546806049,29.5441496359678,30.8381376787617,25.2545227532397
91,10.8617764172045,10.8617764172045,27.7812207431718,20.8021892688295,20.9655776918398,18.3584667140434,22.244276252653,13.2142859410699,13.4035373948967,6.55474392216623
92,30.0057028023855,30.0057028023855,62.0685900317167,40.5431210918213,40.7690984325402,36.9186230400618,41.4165947745752,42.1956649889198,44.0294899074598,175.033697921586
93,38.8116661506111,38.8116661506111,66.24242675693,48.0364994907424,48.2586370797572,44.2540623822402,49.0059495509619,42.3262702456033,43.1056150504917,68.839701386377
94,8.62517673050378,8.62517673050378,10.1654019424396,11.9374021535345,12.6271839158255,8.53950436380434,10.7585061022874,8.17218176015019,8.28689846405981,25.6631483112038
95,168.337192273476,168.337192273476,183.684667945432,115.840529354881,114.768524989194,132.928173460693,126.1139724344,142.978589290869,140.853671070756,92.2437435358059
96,305.812295244445,305.812295244445,352.185399259395,263.958758178774,262.753415620478,278.643665609943,272.015226180217,262.827782299171,255.437804772338,250.599620160894
97,806.982196669779,806.982196669779,841.57215529819,758.625324672258,757.174314059348,776.552044622386,768.738468525259,776.141974160564,763.236280937783,813.183626637505
98,47.2391130163135,47.2391130163135,127.789958967607,45.2228745101092,46.1111198951191,34.2056012743911,34.5734014523077,36.4640028228927,40.1617774525549,155.39567745088
99,27.6721002647756,27.6721002647756,51.1174681936017,29.8773419607548,31.6973493514335,18.5862994749231,18.9099409886092,20.4633853495589,20.4439635263131,88.1757622953275
100,26.4237470062307,26.4237470062307,69.4438778664401,21.6329001443582,23.1701026266461,18.636713932397,20.2244771648379,18.9020930342164,19.7548406762446,28.5308788335112
101,8.6093923725475,8.6093923725475,14.4845335527067,14.8643940627904,16.1625831411578,9.96453187385689,13.7533910707026,9.87314611483454,9.76439081009296,15.8025369467094
102,107.131913024641,107.131913024641,139.412223156828,111.630927636904,110.688728461816,114.700731908136,119.248959966552,117.521722505261,119.899869782608,182.910028228283
103,66.2260308945473,66.2260308945473,103.233387791056,80.7378512680739,79.8003562151499,80.5707333182333,85.1879474415104,93.1697344825792,94.85559045938,101.639494057706
104,10.9052974851139,10.9052974851139,25.9758921367383,20.0866801312631,20.9586797818258,16.5991057912025,20.8371262416689,13.1272418630282,13.7129474874112,42.2178866002815
105,69.4127881860539,69.4127881860539,113.554286476087,68.0656274427387,67.1441039406158,70.1049551231577,64.5583613250534,68.0709277803406,65.3699961689532,29.3620416626607
106,52.0713006018113,52.0713006018113,84.568286313862,47.9986156847781,47.3084549680347,50.537773860868,45.274310604729,46.4102529125288,46.0113311943856,92.0421769926045
107,17.6669833627976,17.6669833627976,26.949615559999,19.6695671891797,20.2172041768288,17.3387001265621,16.373450492431,16.5531710171211,16.3996505933433,46.1878917111696
108,33.6978572254664,33.6978572254664,40.5374931189392,23.809235724219,22.9629673337098,28.7535993399153,20.871067957165,33.3560904753911,32.4100395114698,55.5715224230915
109,6.59444511159012,6.59444511159012,5.17246826254897,9.64405305909508,10.3677572454024,7.03029802319584,10.101039574002,6.25693408374747,6.245642170058,12.2264115505749
110,12.505228252769,12.505228252769,24.7151019270276,13.2307061422184,13.7888430846659,11.707504051945,13.3820342254381,10.8289090577442,10.9887771940754,23.9665448654673
111,34.9768408571968,34.9768408571968,42.1622117359298,25.4955883361317,24.5991809872902,30.2742964429825,22.3259788795073,34.1235475914644,33.6210851065024,54.116691094373
1,1289.49613038555,2877.80636300226,3758.52386607263,1407.02583601255,1289.49613038555,2314.25508091104,1289.49613038555,2233.20064427534,1289.49613038555,1289.49613038555
2,151.71525222851,314.767820433913,874.108311154202,129.031710065131,126.758621515091,223.487350659754,153.247896993672,219.137258789272,159.182767940543,273.388226911944
3,122.175219355674,241.323281123059,518.078283591075,112.72323904511,112.160997964233,137.418887881722,104.497768181829,155.78607294607,99.4287518962923,54.0385290353242
4,827.284253802302,1080.17586290201,1429.51585171019,931.47005142096,920.36337870299,1116.26689491516,993.109529113723,1047.86308632049,763.02527536806,898.339701793008
5,348.446109993875,484.639580427196,499.561237856464,307.245477138813,289.493352099945,424.007858884908,262.161320445746,437.324590750137,389.545711177343,369.680121748535
6,320.342410054463,103.592885369871,462.135737961534,275.59680418778,273.059070273266,208.231239956154,234.186699853087,225.620088038146,245.587414269895,33.5381622468414
