"series","Basec","EnergyScore_Optcv_1","EnergyScore_Optcv_2"
1,537.960522659379,537.960522659379,537.960522659379
2,572.510908843535,482.781449826643,481.395884570342
3,235.839382992174,202.544427250399,203.090501122985
4,729.286477004757,1133.56976831777,1135.07912697755
5,106.663822212662,218.102693461733,214.676414138318
6,1167.47380656035,1369.4110679749,1362.73747991828
7,210.217306962098,367.167104025063,364.05840433849
8,213.609116269821,250.772613352868,248.584332611107
9,278.102399820957,410.243495946065,406.967506682648
10,373.559236657693,482.213072212923,485.426520131037
11,297.933681322053,42.9560685852491,46.6040453908715
12,40.7638583676064,73.0481892884902,74.3019954636631
13,211.546766111028,413.569145782886,413.953350509725
14,31.9315019839023,63.1630078628337,62.3703850806272
15,428.60232858304,388.983408703254,391.75929279252
16,140.915639657062,59.2099107838856,64.597440501821
17,80.1079311837236,106.756712739089,109.503322542537
18,85.4090570754066,18.0916670909255,19.235014058184
19,97.4284957602653,191.977715024481,194.816551058413
20,726.728925150522,805.451212585734,802.243918533606
21,188.218399437179,233.885980481406,236.0476248081
22,105.07107712949,68.1944186586645,67.1698654968312
23,160.933707558385,268.774438492598,269.778741930499
24,46.2497346292227,127.580165846598,127.700999696259
25,99.0912344992268,63.2711135556565,65.6259675045245
26,65.7495861295463,149.211289333078,149.117282076477
27,35.6571305835297,34.5588313399228,33.3688518577556
28,1277.89746999402,1137.056936245,1132.42199784233
29,48.9559268593345,134.304220645301,135.9572289784
30,30.816917467027,88.8967899104569,85.0493947137254
31,26.9489007405515,22.7720224118436,23.1975483842434
32,116.243084983944,198.300506673632,196.540951441567
33,104.742337121923,146.138973771731,144.3077924926
34,145.885056819534,162.337675086289,158.322637076627
35,59.5335998827155,87.5696198315519,89.4362755886549
36,182.148722440398,256.011497183374,255.851577545498
37,125.035474162681,178.748270374202,173.778530352676
38,147.414253674782,327.882349809733,322.063316465068
39,668.514715031668,858.493032268729,855.605272887872
40,297.933681664291,42.9560685852491,46.6040453908715
41,18.7594128989678,10.2755405625827,10.2784494411224
42,72.3935339188948,36.3059970569632,36.0119082009959
43,99.9245557488718,102.80645364249,102.917036640624
44,17.0544303267934,47.6363115702022,48.680286755118
45,91.2332799042273,201.44385339442,200.189366820667
46,160.432188726542,221.968003532155,222.111498605069
47,36.1273052507201,3.36507586701936,3.46085102950201
48,11.0662484971766,3.01986040046009,2.91862698763572
49,31.9315020017984,63.1630078628337,62.3703850806272
50,232.404888583673,83.9741231733627,77.6963137836123
51,190.801746527974,482.395653188917,476.701956910603
52,19.7520124999337,88.7601926788827,88.4068965937169
53,140.915639514723,59.2099107838856,64.597440501821
54,61.4675610578602,42.2655238725066,43.3219892410755
55,37.5320330173611,90.5958397397443,89.4324597035924
56,47.9050444283498,176.794159756683,177.256536133989
57,14.2890391175995,12.0900310852152,12.0134386389116
58,31.1814020879314,82.2987727110091,82.3029129199625
59,223.054272524821,220.698396824573,220.32409000797
60,32.6644634308555,6.88354917913698,6.20243515970722
61,64.8300433074157,82.4986267093188,81.2299510432046
62,5.72908765199422,3.63852851281018,2.46377390572182
63,5.79638209766877,1.20005493996087,1.0155722645409
64,14.2356806086551,46.5030889211857,46.6771130168547
65,18.8685744461361,44.7799751927733,45.4366486925064
66,17.8977097910991,23.6764073324206,23.5823696582833
67,24.8394148191009,25.0728140658829,25.4069649725877
68,43.6645934092005,49.8387757817622,49.5364936098599
69,58.7300198095387,115.833769268966,116.299848744166
70,16.6671229663029,2.4563246972832,2.3194908352539
71,122.197610448351,340.517884793269,339.701155292277
72,255.190249428603,583.981345122347,581.944723635284
73,74.1834377851884,55.399353326151,55.6436163292093
74,154.106336732565,318.575257312321,317.071259942313
75,17.7970732237153,58.1140484140612,56.7951697778066
76,21.1558313907858,84.4795892651629,82.7379189005459
77,51.4283898035185,93.5340977018351,94.0765248952779
78,26.317073164934,46.4652524027874,42.4364341258019
79,46.0640314422763,43.6746732896651,41.3785470263883
80,53.2731766733539,20.5469587612345,20.1136144637455
81,90.4374128983939,232.435663339973,231.83946964724
82,64.6788551832183,35.7405858462726,37.2896478496132
83,38.5231190983966,130.879833262075,130.088434809549
84,16.379170710798,16.5104415380877,17.0267535052833
85,5.68604717721796,16.9595048534889,16.7166178338774
86,35.7817864746663,59.916278681343,59.152047434227
87,140.777451956988,123.07753174812,122.155351852382
88,17.902208043301,13.0065068116165,15.482645320794
89,44.6614113970617,51.2923511041934,52.3107661678852
90,21.1530281212388,24.741073586785,24.156855214613
91,10.8424980515881,7.47319464098952,7.81717946809173
92,29.4147086330653,172.776834990743,173.732791150667
93,39.1124836750937,71.4279336101092,70.4564047337857
94,8.82276166359398,24.5666845201147,24.8705511678804
95,168.980269243309,85.8037258705984,84.4179046053983
96,312.159414620577,230.752651151042,231.836398445885
97,807.008161114042,816.736773337904,812.263410802596
98,48.9559268562401,134.304220645301,135.9572289784
99,30.8169174672207,88.8967899104569,85.0493947137254
100,26.9489007881377,22.7720224118436,23.1975483842434
101,8.92877189640642,15.4320639070312,14.6826461792639
102,107.216237096816,182.616616594671,181.641130227246
103,66.7164027315451,99.6182387184903,99.3532243616944
104,10.9112919626614,46.0181649766481,44.4592974381323
105,69.9076587254157,24.1594818034556,24.1186637227448
