"series","Basec","EnergyScore_Optcv_1"
48,10.1327724220495,6.69307240714932
49,26.4092810639158,25.2501621216289
50,260.720630722837,297.001783353754
51,26.4636189222615,91.7085636233177
52,132.512662534668,107.603628869851
53,59.0686624142182,104.219299000733
54,14.2552829002989,6.37138777913733
55,40.6023305101414,61.9344653039638
56,85.6999037062591,82.5628566978589
57,20.7694306281404,37.9102750014381
58,60.609349193366,96.900028288445
59,157.716724572375,114.072422775856
60,15.1090387260679,17.880801418132
61,7.48750624342867,6.66519886810246
62,5.34837877559754,1.59411023053621
63,5.36036970334222,7.47535181136238
64,13.9197971327093,35.0659573482358
65,14.0062669930057,17.5983167759101
66,16.8432848800182,26.5258852505128
67,6.99752114865189,11.614726566074
68,13.0891963338549,24.0923958845459
69,23.0590847353429,30.0609483899936
70,45.7150091159588,83.8145878256633
71,149.857495510964,377.1855710426
72,130.474886212446,17.2432795509968
73,94.140235387854,18.3093325219722
74,68.5326770184684,56.2406854766172
75,19.2692950311413,17.0409945202636
76,24.7673601735084,22.0074982416014
77,116.194497901291,138.01093240323
78,39.2751516189194,67.5241293612619
79,38.42641737581,5.82567867247512
80,81.5064649737483,286.719441720732
81,30.2713592916814,41.7195337102926
82,46.9938820691671,36.2785584230208
83,85.2929594175735,127.874008214421
84,5.05763811506394,10.585101582339
85,5.52433937166414,6.00345424588628
86,105.009124505839,118.116269089058
87,13.8424338562186,26.1344615777066
88,6.95958774067595,17.1138627541268
89,12.5788998015073,16.9973925293036
90,66.6786985532356,60.7652806460443
91,27.2741026022819,49.2101847023896
92,46.7181312875738,1.87258693507962
93,48.2965775714557,37.8778972696239
94,35.1903853421619,60.1939208965183
95,70.0629454550263,76.5068268493223
96,43.2084006136354,74.0355167666446
97,201.242607332365,216.249284336991
98,382.858521001062,207.337442632559
99,21.5512381967766,41.4979241681485
100,44.1750890188907,12.218901012176
101,28.945690760216,54.1150926707239
102,25.4168255984617,81.0985985398517
103,24.6554506711085,56.2846282413198
104,7.48855058826447,34.7666443753424
105,28.498956650977,3.52345919049477
106,84.371517109163,4.87100021502073
107,172.616419735254,175.866389161879
108,11.9440589463323,19.0325005464736
109,7.1192838875136,6.42786830756113
110,14.7592760609637,1.55078076063167
111,27.6246865818745,43.2360904241999
1,609.580342186587,609.580342186587
2,234.428943316492,286.251352515292
3,305.188297562828,661.677989088782
4,183.163570151261,558.237634643133
5,56.6856076729563,34.864285187843
6,94.0735845796836,422.955215285476
7,74.3748657384111,15.5519016390632
8,50.6920156958123,16.3997772010099
9,93.8201616936532,280.901105970389
10,202.004521428951,192.999940244832
11,271.948428766632,262.291928335854
12,42.2232063745565,9.86243256502502
13,146.376430133315,200.632675768521
14,28.8750511169967,3.86964102850942
15,117.684902839572,186.697128493121
16,182.177037960192,255.031487374885
17,208.763614844062,311.766102066203
18,56.8659991425296,55.3619684657104
19,44.6400557486218,119.216481854498
20,142.642506243822,340.008733308383
21,61.1099953491493,11.330195199697
22,69.5059369386502,204.786265428518
23,47.8992668025133,24.9658066457037
24,36.607190866368,47.7469587537419
25,69.2490884913949,89.6895008373748
26,57.4065121468043,126.057563598628
27,17.583425495396,80.4172290977557
28,210.58309945816,332.889083961461
29,91.752037701964,42.6406173536003
30,24.9065544027669,45.2338555178414
31,25.9003086962527,19.0219162735193
32,64.0026939145393,65.2656868484631
33,25.9697686318492,66.6817840215148
34,44.0939101946843,22.5422544489726
35,18.0390956367052,25.3874731257257
36,69.5219291785507,265.790943027746
37,92.9726602148498,162.757692248259
38,38.2495866801359,66.5375377256292
39,239.449699853875,126.264675579436
40,262.011153890262,262.291928335854
41,21.8349620515811,66.1863661710353
42,50.389816503478,9.73719392699251
43,19.6721314763483,15.4378485711755
44,19.2949637736384,49.6366148869257
45,26.5458991311501,4.2761276755525
46,154.513377439428,187.103447531716
47,26.2531320625701,42.5929850726381
48,35.2590848889132,18.5628412156735
49,30.3981340688125,3.86964102850942
50,161.435694800833,11.7020431979232
51,23.2389914000295,145.873809392132
52,19.6526080518869,53.6230616100858
53,183.621191241837,255.031487374885
54,70.5393234226408,103.31587903317
55,104.352836255397,107.163009964492
56,35.9089373072379,101.147664264547
57,54.0907973741405,91.8307171734551
58,54.2731837772185,80.0019672146847
59,62.1182024123139,75.078210381753
60,21.4668149133656,31.7290278411434
61,6.71647467012803,4.56810457517204
62,7.79341510199372,1.62348836559321
63,7.14389617955425,1.68524848842546
64,17.0463503670891,12.3074761873163
65,8.68792051989062,20.9308399577327
66,114.390212645146,169.019300547135
67,29.8216236979789,25.2443903101631
68,14.9947487372149,16.4209986589655
69,12.6777171404087,21.3105169769469
70,42.4982826597603,56.2279937746648
71,246.255056530967,427.973060127668
72,65.3637055562357,103.569301874407
73,282.028892557909,160.518161143932
74,32.4990825250522,7.32635041305507
75,17.717505835553,10.5425101699429
76,28.1681483217968,19.0514925694097
77,22.5370806774567,3.51823843133899
78,38.3527891573207,64.5597912610225
79,27.4232544456139,55.9297268637998
80,53.8651390873904,231.494646508712
81,64.2591276470458,83.6998583517332
82,35.0760079166081,48.4912927847296
83,58.6756219485771,10.9136179677775
84,23.51687514272,20.5712162814701
85,16.7388668355757,17.8728240741861
86,11.4200721445035,10.2824420845136
87,46.0786081480641,85.4318990426514
88,7.62050484026241,1.91334881302888
89,8.04314960414031,13.1514276820474
90,16.995562675593,40.3647326862137
91,18.9957885384366,29.3281529419442
92,77.3138568324908,74.4613516800145
93,17.6823983390423,15.4739336101427
94,24.3909582026438,64.7834698205057
95,307.704827731759,274.485468584929
96,91.0116661851516,88.2647498704795
97,55.8830878657249,12.291080412642
98,95.5023500102435,42.6406173536003
99,26.0649790960662,45.2338555178414
100,26.8591302559108,19.0219162735193
101,21.810127697743,8.65410841356774
102,34.0545315557344,56.879892329908
103,46.8129441936192,49.5085140588949
104,4.37508934331725,17.0321762101158
105,24.8305526687936,65.6345019900426
106,33.6322775713865,2.8140253469609
107,29.7563633286061,31.432454207277
108,7.53997668428041,2.2254826597803
109,13.7217155832336,6.17031557315508
110,32.8057610841274,42.5447684531006
111,5.04759750086404,1.76803469894964
1,1124.03695675306,1124.03695675306
2,641.733308730044,529.744142463788
3,143.658458201395,136.70588417932
4,219.060820950976,52.9415261325509
5,292.969862607624,496.538517199286
6,96.6290203913772,225.232221044381
7,43.4729892557866,169.833364132321
8,48.0768962259723,54.9380799505045
9,253.487008349092,271.237275534505
10,505.575140550179,190.956106382605
11,165.684569310144,120.586673074522
12,301.39199634149,251.749850208398
13,357.423626880733,363.194122138843
14,64.3134067670485,71.2201982348293
15,72.8213561731827,59.2917378131984
16,70.6247892157662,105.998295314148
17,28.6740895919716,39.0297193337287
18,35.0629820378322,10.0601650857517
19,54.1903675873762,46.2642841832337
20,263.613854001802,34.1327932008309
21,64.1153681018805,27.4667836705251
22,99.1775853994147,47.7858257292346
23,45.5277150991032,56.9709738549843
24,130.217660293128,136.937317759888
25,131.875601394118,167.290423125021
26,69.8867450132455,149.7415369752
27,18.0756772817053,37.9119903837322
28,136.583458449258,105.364688445399
29,47.8784478455506,133.306885709176
30,22.8158887038503,5.27362346006283
31,24.5085122876793,7.58714151272292
32,19.2201912554777,24.015738129948
33,55.1811777379213,140.031160081986
34,52.6050618708628,34.9864276404202
35,15.5737704363288,19.7374190200963
36,131.259270416662,268.403249884446
37,126.505023184947,106.474445275806
38,83.9226590339516,91.3930804063018
39,386.125608880099,99.4690506091915
40,169.291344198966,120.586673074522
41,23.4949850210298,90.4743199218688
42,19.5944689225364,10.8091579169731
43,109.310944678973,133.449350075837
44,175.117203024006,211.58238128147
45,108.829536561953,102.606307877562
46,20.6210929756707,9.62434109407423
47,32.4268097219012,82.1955826451721
48,168.022033412375,198.048893122716
49,65.7185623190075,71.2201982348293
50,60.376039503478,55.4717222107664
51,28.091067026928,56.178562482606
52,37.9825051887467,98.1425149471638
53,72.0485930224845,105.998295314148
54,59.355121482928,53.7777592210892
55,59.5584472550427,64.8107187982725
56,19.7978368281635,38.5743425531436
57,13.273907936802,25.9103832123649
58,16.3428937678073,23.217481199856
59,27.3191040418748,8.72748591307352
60,11.2832045447282,37.9372033001544
61,7.3220509844046,1.35183723557944
62,7.50107809674055,7.77640539839611
63,9.90308297210952,20.7405921481961
64,53.6239075782332,49.1372760828473
65,16.908088009094,24.5088138285799
66,17.4621942100458,33.6629935477741
67,9.50675671927155,15.1496119651221
68,45.7090635912537,52.534826190051
69,19.9726255453085,31.862588815574
70,55.8604281238711,60.7102344193704
71,74.7673378250879,76.3215788603015
72,117.395485073286,63.4033908557629
73,82.1873497212963,30.3474853789058
74,36.5388057371078,60.2730499609793
75,42.8828358707378,28.6275996999848
76,25.9839634978952,1.96858333109714
77,31.8669587930446,50.5633166136864
78,23.8902024237688,35.9964643215637
79,33.7591535983815,14.5863937823069
80,96.8116047732635,78.122257827504
81,71.0980931470072,85.1888043454484
82,31.227327342519,15.3756403138664
83,139.010933045417,143.011124090239
84,4.99012620149581,7.67033671619058
85,15.2967107328818,9.63152686921964
86,87.5713167853711,114.290903882885
87,23.7714223919388,18.4084570935395
88,11.6364444129505,34.377954988028
89,66.5567558853463,80.1274026225183
90,9.54780784133168,3.47275810618428
91,8.01913171345282,1.24981307304961
92,62.9918845137156,67.8885284087136
93,39.568855427557,80.4859269866834
94,31.1318359606078,34.7500082154257
95,130.430467045895,80.1829494928404
96,41.6924941011443,20.9585448443371
97,74.1949055696089,10.30577117906
98,52.0421507599825,133.306885709176
99,24.9652227262049,5.27362346006283
100,26.5139132231127,7.58714151272292
101,8.81172366589445,3.2481742465853
102,16.702600002426,32.9999431668765
103,83.5058756012759,118.429053341638
104,4.69616345720613,21.4291578579968
105,40.6599842903563,29.0183947323899
106,34.8409603568554,26.2921104431995
107,12.5086196276745,12.9364704356766
108,5.27458056709115,1.78942059864607
109,6.54542802227458,19.5719777065865
110,14.1182774582441,3.57488923482408
111,6.17288125557776,2.4153054659178
1,480.239127068782,480.239127068782
2,175.360561436701,325.176562885126
3,152.026510815215,101.211263356053
4,253.032406932382,644.388481713872
5,51.6884254684579,23.6315156821661
6,180.381359804668,114.592272341877
7,53.8584690940626,42.4126940263132
8,69.8622463552495,62.7624138645478
9,113.551117098658,283.092621985067
10,212.93232715496,15.7166510529571
11,74.4172606670096,88.4581109418686
12,55.8844590216099,58.7807062224551
13,236.836846047003,196.820951417561
14,37.3374934878944,128.518974081973
15,91.8831702557042,131.643294836183
16,30.7631193264442,15.9831123115978
17,31.5956693637513,32.4574414633563
18,76.7677609438131,157.955753014559
19,45.1610942183794,63.1565633496423
20,156.237264390733,620.526505609394
21,52.2595855862652,13.5409351939863
22,92.6311410606219,24.3486225036673
23,42.1958886208445,34.1767718667202
24,34.5915958396123,97.9415085361456
25,16.1275580495638,10.4143061286004
26,65.0328694026425,123.134121238675
27,18.3982445559788,6.16020542727119
28,60.2552768641043,49.3667377903602
29,141.46610260514,16.0884656839297
30,206.140290457186,265.076942172669
31,65.4094624076139,89.064845208331
32,109.900633981127,160.210238966121
33,43.6883692163487,5.8356343304285
34,61.4441583407839,84.923361719895
35,17.2842919955197,8.95257807496403
36,133.526451185182,290.597582379174
37,47.0520787340934,76.9270189109349
38,43.1802993433053,73.3725606096797
39,284.719036673844,59.860298598669
40,80.9640440599087,88.4581109418686
41,32.1431874974897,148.173289123712
42,16.8878516630851,2.26063031105669
43,19.9025805502771,2.01971432489551
44,64.2357237624308,77.120088319773
45,180.925390897595,176.714624886332
46,36.9736766859737,56.5622435218795
47,44.5158730501014,13.8204312404027
48,31.2062985148947,74.0586939432279
49,43.5894286230648,128.518974081973
50,189.849675611676,320.020513602201
51,52.805070225428,103.293320350952
52,22.7535497525668,58.0419599665335
53,31.5213833705895,15.9831123115978
54,14.6944604544838,9.88473783561915
55,19.2906004633272,9.12816760234081
56,21.1890435087163,13.4632946992505
57,21.596384275493,47.7604505402691
58,15.7402942418413,32.3360208948959
59,19.1102178298346,82.3642505161852
60,18.8138128929109,17.5557005833604
61,14.1016437775772,14.6119225650479
62,7.02936953982317,1.26312527651795
63,6.24939900045711,11.6014739680946
64,13.5249310583473,24.7589739089867
65,20.9606224463068,43.4649531149922
66,21.5587266832693,7.13706654713905
67,15.5461481685472,17.0271251549132
68,5.48548067483067,4.57584276687951
69,16.3326412297072,26.4008288642089
70,17.9006076672269,38.3772696141837
71,90.6814489809386,257.456836855848
72,89.786326355857,278.522925370128
73,66.4634292626802,84.3250459596386
74,32.0593893894409,35.6424501232474
75,32.9280390142035,30.776033781438
76,22.0667154969082,34.0630981748557
77,41.4860124302095,50.0622427864025
78,27.390542613431,23.4172071738522
79,59.3725975595687,18.2112050928644
80,43.3512485758554,17.8848950570667
81,28.9378774804018,25.844510022339
82,39.6286157072983,79.1992129950325
83,35.7259427411694,83.1663368076082
84,10.1202872533356,7.22335994006998
85,10.016066297053,5.9703607387349
86,11.3236590230423,17.3711268590789
87,12.9872574330206,6.52488235932213
88,4.58156367495131,3.92678128438824
89,24.2335884004642,27.9001909133412
90,9.34354481808905,2.42106199606354
91,9.1735052105931,10.9235060520772
92,115.19207619783,109.89207170665
93,18.0733032432193,16.7512398514261
94,9.48654735560387,6.36160554749439
95,45.5011084208642,23.1030175839983
96,65.6440745687129,30.4759129058453
97,47.6169077646044,5.4194038131055
98,138.629847885064,16.0884656839297
99,201.662952538826,265.076942172669
100,60.8380145973629,89.064845208331
101,87.5414653120626,113.322851216411
102,28.7461600168952,46.7734319793422
103,22.1950016121526,7.61044912833335
104,9.11052774168622,2.16863356521491
105,46.0764643564364,69.587430451148
106,167.718383624328,4.48008612991717
107,12.9481638258689,13.8381479804919
108,6.05905728030049,1.56886963176588
109,6.19861831222236,6.64542733816824
110,16.4804955043129,12.6625675926965
111,10.9092085817226,11.2862519225444
1,847.45896903977,847.45896903977
2,177.641846251775,261.220793156845
3,114.340649253929,46.5526641699782
4,280.092334571753,95.2054852837227
5,314.619723397006,512.953640648571
6,131.632331078259,150.692249227463
7,45.2585689482361,26.8904338940985
8,227.155541063846,296.638767894104
9,109.351088615456,262.251378223253
10,303.728810799609,45.6365081725959
11,62.5118919570214,12.420751566693
12,71.6245906709444,45.9698442369205
13,255.744409215296,228.967003028653
14,31.1551969429254,32.3588540250928
15,113.24766388485,83.8936268009855
16,26.445672389099,11.5781995014662
17,35.9369153084698,78.2288871304751
18,50.7269004688098,92.3781801520645
19,41.2269468125262,71.8917527781178
20,429.553561087661,91.7595419886656
21,207.706503360274,218.232401612385
22,134.067984176528,133.231997174152
23,36.4168918724892,34.2189314257256
24,34.3393528322901,43.5433968850408
25,31.8938828271263,87.1896278409266
26,51.0161537109333,174.760824181117
27,303.287381732963,320.581791213501
28,80.1784785332948,18.8499114747661
29,42.5919853856074,188.153952293473
30,30.2845910231602,17.2541553588903
31,25.7914289681957,5.05954293049588
32,19.6134666968967,6.23755470154666
33,18.6220263406597,38.6907494255596
34,130.782998667851,183.516142486921
35,67.6745740890861,112.27330846236
36,76.3465886714951,253.567812112717
37,27.7586917725963,37.5391126966014
38,153.785571603688,101.619846742118
39,149.4888664728,23.6104611565637
40,60.9887083456296,12.420751566693
41,32.6196914643928,224.093015098844
42,16.3676358701513,23.9776407221489
43,20.2958526923106,95.6002312969643
44,17.1137361567279,34.3782766692259
45,89.6880876897996,64.8755867706518
46,109.996581103854,102.380346945782
47,37.5089358521814,18.9946713391158
48,14.9233782109752,42.0103937241304
49,33.3895032793419,32.3588540250928
50,120.705292009502,108.754470072333
51,26.188159901296,70.4999921463525
52,46.6751950224642,57.5357427846721
53,27.8173596988096,11.5781995014662
54,20.0027569848656,38.8272338685078
55,36.3877003833659,43.2352354466849
56,18.6349065423945,2.91377252954851
57,28.76494543089,1.71706387628409
58,22.1787829098712,47.7192643564377
59,70.9673953826713,135.5213267307
60,16.177492650376,21.2273025946478
61,6.13173217737082,4.54803249095225
62,6.29635336727832,3.03892115026792
63,5.19156139801982,1.44839169050833
64,44.8574409028264,113.293955062709
65,14.4888572393659,32.0934908202618
66,26.8624389792271,27.3475855186373
67,49.0251939776547,54.3971599245112
68,9.56933140083816,16.7451079980104
69,10.7116234862638,22.0960407170253
70,16.5301497614224,18.5058002557521
71,101.573753756438,13.7501118420148
72,63.6763700654961,135.803724106706
73,316.807811972404,260.350560357363
74,253.80101244139,243.961634140305
75,26.3076136527064,8.54101996641617
76,22.4067016080115,43.800733900432
77,26.1787362489067,20.0321156357902
78,30.3921633514194,110.878189295901
79,43.8129355484966,91.8106585707777
80,75.4484565358113,30.0987527646407
81,45.3706187691602,133.708378075907
82,67.4497039679099,87.3450184591024
83,36.1605465352384,85.7693827809387
84,6.14750599366173,20.9625016290661
85,6.01892485767867,11.1015510630529
86,31.5341238416949,45.4423100726929
87,14.4995394560196,7.4424781764871
88,10.5013777002868,35.0800265671262
89,6.86121043946477,1.92149861551486
90,14.2458673168916,36.3052805762857
91,58.6595055707519,69.6943560381535
92,90.4604647702972,153.707338770214
93,164.763443766342,173.408005539791
94,123.356396067144,147.043354017863
95,65.2980546381452,85.3797545281494
96,43.7009362192503,34.9540461807178
97,46.1849296096274,9.12284394482036
98,49.3408981103647,188.153952293473
99,31.3940449711377,17.2541553588903
100,27.9542138494108,5.05954293049588
101,16.6072298427222,25.4893304049024
102,28.2065254278972,36.2315264687466
103,16.3080369376315,9.26539479774472
104,8.41051357294303,29.6834483167068
105,46.2751587288674,119.058074300519
106,57.8627454362452,73.3211992320565
107,13.9703482645836,2.53383726504108
108,5.01214107700268,1.91785213173918
109,62.5103568223715,85.5882301306862
110,14.9233889961059,15.2507531599466
111,14.5346079897515,18.1005908708297
1,428.129175932489,428.129175932489
2,153.133584671355,313.360617650817
3,166.021209544922,163.643749494128
4,258.312679600285,174.398240336431
5,54.4275278964777,53.7390230390308
6,571.825601613411,304.803442273359
7,80.6766497702586,80.8470130312776
8,44.4277290472156,14.7296319732724
9,180.867029564437,301.198053977276
10,166.968873203653,15.9155034039796
11,118.818532065035,81.2020664122234
12,102.019546144074,82.2222503970526
13,185.98536795244,45.3633773923444
14,49.4909808188105,85.9403622768228
15,62.4785185129284,116.448296963766
16,38.2628130983142,89.1121166927526
17,29.2518814023557,49.2818672447273
18,34.1401450627715,16.6652881281826
19,49.5636741588206,83.0036658636424
20,209.715533948959,127.84183978291
21,65.2473697382171,14.8207804594033
22,88.1212255970498,71.416816071163
23,38.0758148280164,20.2420470158329
24,35.4386304047122,89.1626386442439
25,29.6099464014387,18.5260053879599
26,38.6153902372688,35.0237328551528
27,62.3779236122809,84.7491646090738
