,0
Base_vs,588859202.2672726
BottomUp_vs,1118678101.31073
JPP_vs,759084528.1026293
OLS_vs,588681306.0861555
OLS_vsv,584585061.3018001
WLS_vs,753637978.3809472
WLS_vsv,602968906.7171481
MinTShr_vs,757952296.1809982
MinTShr_vsv,582885151.2114388
EnergyScore_Opt,553194945.6000001
