,0
Base,37.401614940345965
BottomUp,43.18581878696176
JPP,133.601571644251
OLS,32.02546163219925
OLSv,29.379309062050577
WLS,36.14052016016571
WLSv,28.922989692045224
MinTShr,29.210978670171222
MinTShrv,29.0787657804669
EnergyScore_Opt,14.87869571030294
