,0
Base_vs,584020137.1495557
BottomUp_vs,1124815787.0667102
JPP_vs,757711625.313312
OLS_vs,583987388.0449475
OLS_vsv,579864349.8916804
WLS_vs,752277348.0092627
WLS_vsv,597692145.6795846
MinTShr_vs,756129627.781258
MinTShr_vsv,576906242.4131842
EnergyScore_Opt_vsv,521311202.509527
