,0
Base_vs,605353151.1509986
BottomUp_vs,1162292528.969882
JPP_vs,754667338.744254
OLS_vs,596881663.4754838
OLS_vsv,595848602.8356029
WLS_vs,750542609.6464138
WLS_vsv,606547217.821192
MinTShr_vs,719206893.3014035
MinTShr_vsv,586232020.0648247
EnergyScore_Opt_vsv,545459326.3243893
