,0
Base_vs,385641.53515065304
BottomUp_vs,728036.1087363515
JPP_vs,453646.5295308056
OLS_vs,389472.13408283255
OLS_vsv,389110.6995294478
WLS_vs,455671.08784403256
WLS_vsv,463668.33211601136
MinTShr_vs,319898.8008735765
MinTShr_vsv,524794.5168993725
EnergyScore_Opt_vsv,289391.4859733347
