,0
Base_vs,605353151.1509986
BottomUp_vs,1162292528.969882
JPP_vs,754667338.744254
OLS_vs,596881663.4754838
OLS_vsv,602301631.86212
WLS_vs,750542609.6464138
WLS_vsv,783227839.6232558
MinTShr_vs,719206893.3014035
MinTShr_vsv,959511374.5483578
EnergyScore_Opt_vsv,520671624.65873855
