,0
Base_vs,385641.53515065304
BottomUp_vs,728036.1087363515
JPP_vs,453646.5295308056
OLS_vs,389472.13408283255
OLS_vsv,395343.125600883
WLS_vs,455671.08784403256
WLS_vsv,400967.21158227674
MinTShr_vs,319898.8008735765
MinTShr_vsv,390587.24705175916
EnergyScore_Opt_vsv,376056.517784039
