series,Basec,BottomUpc,JPPc,OLSc,OLScv,WLSc,WLScv,MinTSamc,MinTSamcv,MinTShrc,MinTShrcv,EnergyScore_Opt,EnergyScore_Opt_v2
1,1.415445595484556,5.31952992489993,15.172858530773999,1.778997951464086,1.415445595484556,2.75078491828216,1.415445595484556,4.643829220119422,1.415445595484556,3.0778378722451842,1.415445595484556,1.3978854111656236,1.4003533235211414
2,4.16477740628889,3.9540680807584634,9.588734846080541,2.690753446958826,1.954325463497644,3.040048324363104,1.88044285768228,4.546880735127059,1.988574673302968,3.110554974056474,1.724912585357868,2.0101609144885098,3.181666819347322
3,1.7096466428014558,2.5295708427526398,5.90163597922577,1.4457657882446822,2.135429401664634,1.313149454415046,2.0074040083818803,1.3944237621603541,1.772840264087428,1.3534540529743,1.484645299866864,1.2666382162184675,4.557873642089033
4,5.299718623174746,5.299718623174746,9.230712058105059,5.93157962212832,6.563696873599928,5.66625428536269,6.69885822239268,7.246457743159736,7.519623788788012,7.050050643887255,7.483988125866835,6.57430629165912,8.375295328735046
5,9.652834578473747,9.652834578473747,13.921099332849078,9.922326612163213,9.26398262632749,10.10170052824534,9.08919981285862,6.7942994428470245,7.5997467979387725,7.66522067772201,7.8882824571827586,6.390316883776709,5.3726854910669655
6,3.764858657975464,3.764858657975464,7.554443134936486,5.431635461696452,6.018303814260092,4.8870073030812815,5.834547484494424,4.98177260061394,4.555180947799778,5.08926144894602,4.972883022311282,4.9249793359760705,3.222538602231117
7,5.284965845125816,5.284965845125816,6.990484786323572,3.942631050043006,3.404920518831932,4.430277106197942,3.529384149276248,4.322976261379566,4.447634938946328,4.3941237596572424,4.404606280396484,8.930768072986748,8.930858428730996
