"t","Base","BottomUp","JPP","OLS","OLSv","WLS","WLSv","MinTShr","MinTShrv","EnergyScore_Opt"
1,36.0146544563604,41.6953957059574,134.158830202079,32.1484491126845,27.2333417067397,35.4166813852483,26.7802790625165,35.2761072081298,26.9408439466787,14.1465138198825
2,36.878723702515,44.9832290041893,135.167694305375,33.9472227432357,29.0735545925909,37.791368775002,28.8564897452294,36.8330569360783,29.0643781717215,13.8968713484613
3,36.7751823742132,45.3510983818364,136.116330145098,33.1453494139924,29.3823925192674,36.7009219576708,28.9366138321154,34.0973723184194,29.3792325839245,18.3189902397735
4,38.4118558013468,43.3071029617121,137.710131313032,36.0095269954925,31.0738283933425,39.2867486228794,30.2749653244808,35.9755568900097,29.5860650708405,14.5841173225918
5,36.1739838445858,39.9348609349148,132.529418589979,32.4442380606851,28.9326216438068,35.7442797295216,27.9945257657989,31.7955217752216,26.8574910348295,17.0916669748433
