"t","Base_vs","BottomUp_vs","JPP_vs","OLS_vs","OLS_vsv","WLS_vs","WLS_vsv","MinTSam_vs","MinTSam_vsv","MinTShr_vs","MinTShr_vsv"
1,216.990372532942,208.137147646256,209.688665366291,197.708629486901,190.337257386589,203.581438896742,186.271055985067,214.565021820547,731.20659712914,159.681431049454,184.073025126547
2,214.327352478807,223.160118169194,215.971350586436,201.604222452318,193.092055509751,209.957115589724,191.89173290546,247.930136706202,801.28627089634,173.038620221462,194.809144717605
3,212.951563844116,205.76625520898,207.928521154824,197.354613205117,188.136075714628,202.831320948493,183.569134080205,196.078098041,737.576631745428,159.481628854717,179.76210256666
4,203.67740413837,197.438883153882,196.975150061535,184.432884805732,177.628530907216,190.790780746429,174.984728735905,235.607835497084,793.124172228144,153.21366086477,175.391691512941
5,200.402652066286,194.332541264241,200.34929982675,189.560646243169,179.906902379459,194.070938442732,174.932919418333,182.667781968326,713.974434235492,153.612678567276,169.905461778358
