"","t","Base","BottomUp","JPP","OLS","OLSv","WLS","WLSv","MinTSam","MinTSamv","MinTShr","MinTShrv"
"1",1,37.3999255730553,40.9824340277745,140.54988076991,32.2126236740295,30.2909759142792,35.6770293319154,29.8888865688705,32.5883784303286,33.4857436719317,28.4037581320785,30.1208550884265
"2",2,34.91275315032,39.4947859305709,131.883885062008,28.8884075140779,27.6162232254694,32.706143406035,27.3133302654192,29.7089895191109,31.2826426138148,25.730306937284,27.8205460878777
"3",3,37.0914190374428,43.1812673526603,134.281558496952,31.0767054094245,28.7302669538598,35.4268081465587,28.2682356116098,32.9068492159327,32.5823522047427,28.1192877231445,28.4655195127961
"4",4,34.0775035587909,40.8688939853292,131.929738925131,28.5816993034613,25.4004544018532,33.1343143286141,24.9801863049825,30.2094801821994,28.6914192628697,25.9118811639285,25.1796837807878
"5",5,32.9424675708385,36.2476391907428,133.052131436749,27.0139016087244,27.7049154075883,29.947753628232,27.301308503002,27.7392864477971,31.2796468434583,23.4652786162458,27.6993485291735
