"","t","Base","BottomUp","JPP","OLS","OLSv","WLS","WLSv","MinTSam","MinTSamv","MinTShr","MinTShrv"
"1",1,40.7324194750133,44.0304084970951,136.829398515777,34.7584626547202,34.7234716793827,37.9245214363482,34.3675561945966,42.5554652706282,37.8229641497887,35.706502310179,34.2976244340067
"2",2,36.711351837179,43.7157823950343,135.494230815611,31.6935405150344,27.9608136161568,36.1783753812472,27.5652163426159,38.3445371980071,29.824607524949,32.9562731593074,27.2657140443678
"3",3,36.840801424644,43.66705168198,139.461212848215,36.0160978680519,28.3353201027075,39.8505628572721,27.7698985907327,42.2041445947519,30.5814908707796,37.2436072931516,27.5568026392967
"4",4,38.5260704889157,42.9551587815382,136.043036787714,32.2624279240088,32.2016699150672,35.5187547420367,31.8005643403208,37.5122060659919,34.5033005490268,33.2550701891311,31.7461073249258
"5",5,34.4547498986623,39.8717170604064,131.073986602101,30.0193617135866,26.1161232141889,34.0506624470653,25.5524694603142,37.4502179708325,29.3062640329812,31.4139408879312,25.5462639465636
