,0
Base,36.717613619598445
BottomUp,43.054337397722
JPP,132.119382553973
OLS,31.506063353896963
OLSv,28.905931542789318
WLS,35.22840755451064
WLSv,28.335358517668062
MinTShr,28.62690295642592
MinTShrv,28.33015402639112
EnergyScore_Opt,14.727322146515542
