"t","series","Basec","BottomUpc","JPPc","OLSc","OLScv","WLSc","WLScv","MinTSamc","MinTSamcv","MinTShrc","MinTShrcv"
1,1,1.3077188803675,1.78997035635138,6.07555885820311,0.938437061767866,1.3077188803675,1.08498842298898,1.3077188803675,2.64998246894058,1.3077188803675,0.995175537042078,1.3077188803675
1,2,2.42192733815071,2.21205560272189,3.93358678598494,1.69148391086141,1.28033466057565,2.04698587629172,1.25377894878729,4.996192488447,6.25750030246789,1.47577854409703,1.25575358759206
1,3,0.895924751741174,0.838080760208402,3.13868696658719,1.08233465486599,1.50929867129716,0.826278089783509,1.46356451332869,2.49542365698792,5.99512574649223,0.722696771733225,1.43173290773762
1,4,2.71034126330551,2.71034126330551,3.71124624928496,2.39509605890441,1.96802169878723,2.61585208954909,1.95526783477217,2.98986351316412,3.1483812648757,2.28738179860865,1.89036274213462
1,5,0.497618149815667,0.497618149815667,1.39304624964034,0.567502740493619,0.709570319266988,0.495423425362921,0.719095511961656,2.40226180822268,3.47210242481501,0.593032516721594,0.69670257385657
1,6,1.18608228784627,1.18608228784627,2.46373822495013,1.49687705055499,1.76127470704396,1.34406865374299,1.74875441097979,2.11633043360094,3.61824114854081,1.26373752198659,1.76641374952205
1,7,0.777595475128298,0.777595475128298,1.54907617802818,0.589405616693351,0.566811386361458,0.623377102182662,0.541789355048208,0.834030116244855,2.52892457397005,0.695086868896989,0.509605983054415
2,1,1.28370635626812,1.81451412111784,6.07053727984002,0.923367310070028,1.28370635626812,1.14268350203209,1.28370635626812,3.0309281650778,1.28370635626812,1.09112368658402,1.28370635626812
2,2,2.44030279838161,2.3453776610859,3.99119798084132,1.7288691165502,1.23022503631075,2.12123354047838,1.21555698757199,5.82801338027692,7.21022127872484,1.57782209571492,1.25554570896746
2,3,1.03217775726641,0.754068630506272,3.1104687502883,1.11668141233552,1.54493423845186,0.88030725946775,1.49947384185516,2.82561832387054,7.23731571115421,0.764247219698531,1.50540347913304
2,4,2.7318582291532,2.7318582291532,3.66239768160038,2.44323659698966,2.0248309103949,2.64698970122372,2.01703981650761,3.39310603436925,3.52167601102142,2.32664192688119,1.95004574321535
2,5,0.521148681002047,0.521148681002047,1.36793687971907,0.580582069911945,0.713394026473695,0.522686011002456,0.706334967434149,2.7014617393451,3.94334273043008,0.595029389469338,0.660476082975247
2,6,1.13475415173882,1.13475415173882,2.40132051359854,1.50004250285209,1.73439236208081,1.34643324017367,1.71942964855855,2.35440531554271,4.24686259462404,1.24896393765037,1.7200593953598
2,7,0.74392419582273,0.74392419582273,1.55345106631714,0.614571668770239,0.614661721574773,0.646248439688301,0.589781817777623,0.943751505467477,3.14094678616068,0.684342936370916,0.55845542860968
3,1,1.32432881770847,1.85301929646343,6.17783930315141,1.04865965799727,1.32432881770847,1.23569909324805,1.32432881770847,2.87830109284631,1.32432881770847,1.21017977371523,1.32432881770847
3,2,2.49636886310955,2.31720763151919,4.04852824321423,1.73892968928453,1.32011178423122,2.08314152854997,1.28615686233569,5.58065630794567,6.8529739439971,1.60406585435816,1.30496103209486
3,3,0.998601820015054,0.87563532062133,3.06556731347938,1.13724561746372,1.54597639527957,0.915076198697337,1.49881330832154,2.86566959303179,7.10960281427657,0.789694476636227,1.52006105337917
3,4,2.60054480073684,2.60054480073684,3.68235980339247,2.346698895735,1.96212823357627,2.54159104222575,1.96147308015425,3.26079445471144,3.36042308495028,2.25367512246963,1.92622368417377
3,5,0.547838903170212,0.547838903170212,1.33844084546558,0.5122793560346,0.648177107160651,0.471581058534161,0.639585043984832,2.63468896820781,3.77800483900375,0.590818910911022,0.639649180398982
3,6,1.09842595912095,1.09842595912095,2.33917515660383,1.45159444504578,1.67308469591385,1.31873340744168,1.65405151363327,2.35946384099784,4.22722931147916,1.2412637418678,1.67111757181402
3,7,0.709669737687341,0.709669737687341,1.46889419737072,0.526731306390095,0.527857851012171,0.576722189134056,0.497437361743783,0.871663634621814,2.99306813144942,0.642154804419666,0.527932422475832
4,1,1.57631145699032,1.66948766096203,6.09196091355859,1.12124721125928,1.57631145699032,1.23094439593662,1.57631145699032,2.95253817953097,1.57631145699032,1.09860967885096,1.57631145699032
4,2,2.34693911145767,2.14175165066454,3.8517515588043,1.57786774335059,1.19510578469679,1.91192793838866,1.1658447897088,5.61803082279486,7.01332254702798,1.42501483962047,1.17210044224473
4,3,0.931721508817333,0.785958692691082,3.13674728863168,1.08926009850584,1.53620006311865,0.838976510543992,1.52307922642967,2.86853766315232,7.01679948623554,0.720954368567217,1.58967479986209
4,4,2.62708590762036,2.62708590762036,3.59582618217619,2.31008829739945,1.877216991776,2.54914019805611,1.87801364872721,3.31152566525771,3.44137822404949,2.24125258144491,1.83830858794497
4,5,0.410063364335905,0.410063364335905,1.34166512173434,0.515097825689193,0.712617003721929,0.429591800831761,0.710604962747487,2.61044594823905,3.82962404557816,0.564612664147136,0.64597261418918
4,6,1.09643908755281,1.09643908755281,2.33856431855986,1.47210402989531,1.73585369668201,1.32977782010591,1.74097924461712,2.21763561695963,4.02194981981936,1.23917595955571,1.79664182650263
4,7,0.829187176861683,0.829187176861683,1.60446249429278,0.582222923045683,0.596750201373682,0.644187732706871,0.592252684810477,0.978350829165932,3.07700056341633,0.734905701086579,0.626318052117822
5,1,1.25048159652661,1.78996735601971,6.01387578648227,1.01819017496741,1.25048159652661,1.26385505693707,1.25048159652661,2.89330375256624,1.25048159652661,1.11598955563093,1.25048159652661
