"t","series","Basec","BottomUpc","JPPc","OLSc","OLScv","WLSc","WLScv","MinTSamc","MinTSamcv","MinTShrc","MinTShrcv"
2,5,0.528020143295882,0.528020143295882,1.41564449041227,0.588816701793779,0.701644843575211,0.549737026126843,0.703890145687058,0.566077624975897,0.631572918724617,0.606016165279185,0.667426326761529
2,6,1.12025821804501,1.12025821804501,2.41388781951534,1.43386063940895,1.70151651124847,1.2937979260267,1.68714214939608,1.32373723571238,1.8552935765148,1.22546780681132,1.73409167447372
2,7,0.701273079551244,0.701273079551244,1.57171602312568,0.526717302687589,0.476763926613923,0.588496637536645,0.476820169666946,0.642466186652743,0.466756147980052,0.656311858632997,0.47949520927813
3,1,1.33834074621271,1.77915884946352,5.99342999738499,1.28723743798012,1.33834074621271,1.45593109533431,1.33834074621271,1.38309702984077,1.33834074621271,1.34020349318138,1.33834074621271
3,2,2.5307228297771,2.18455331096232,3.93478856376438,1.77798069424373,1.39090201733279,1.98931791771087,1.37198214447452,1.79533779066633,1.49147920515708,1.60003261250614,1.37176060965652
3,3,0.981533910300586,0.982739607859728,2.88305008156308,1.21840964791126,1.51848571119444,1.09784575677839,1.50093208752723,1.06521937025147,1.60306524970694,1.03461782850489,1.50925077661986
3,4,2.5840751833027,2.5840751833027,3.6246402880204,2.31455542358032,1.98452826811454,2.46607330763398,1.96929068522439,2.37939792212825,2.01766844191627,2.21493591082038,1.92350236103435
3,5,0.508460668962139,0.508460668962139,1.33561603869879,0.577244909878336,0.700485807780502,0.531127897942606,0.705491733175962,0.554579325382972,0.625419595603163,0.60275527057756,0.670640179930113
3,6,1.02578975038751,1.02578975038751,2.20263023405959,1.34588385065176,1.62443954057305,1.20043735229449,1.60747921471568,1.21307400260069,1.76038858254107,1.13017862747317,1.65294772504654
3,7,0.791183503308047,0.791183503308047,1.49670347000914,0.654855682143896,0.613484826306789,0.702812777037391,0.616056880597871,0.741745199398694,0.606327422318935,0.757105648714226,0.62317533934405
4,1,1.48056347002763,1.85038040410504,6.17613840635706,1.40324237627553,1.48056347002763,1.52835720247117,1.48056347002763,1.50041596722501,1.48056347002763,1.45285742618475,1.48056347002763
4,2,2.32681262637986,2.07243672824996,3.88207609090891,1.70689349595589,1.37598798659455,1.89142519705695,1.36280956709386,1.77156758268701,1.51892229731235,1.55756140465626,1.36253411172482
4,3,0.966262072332142,0.973702007426521,3.03712818631521,1.13585806211379,1.41980860469381,1.0315125884438,1.40593134583216,1.02413673350899,1.53403966969974,0.990949482606073,1.42177706528159
4,4,2.52934931350538,2.52934931350538,3.56073049140621,2.26231148681406,1.96095167742571,2.40376695621153,1.95150523328384,2.36401304798733,2.02061251625501,2.19407146104115,1.91569081097301
4,5,0.45586737567555,0.45586737567555,1.33808806686332,0.496513633331022,0.610216653896861,0.464824162382408,0.612846670694352,0.476707687043644,0.528595452025286,0.519048172459228,0.575437676723556
4,6,1.06354206709803,1.06354206709803,2.31660247567705,1.36035971515497,1.60649915142024,1.22898771961802,1.59678442551856,1.25331172133057,1.77819087944149,1.15784429297024,1.64829111001856
4,7,0.806939825911791,0.806939825911791,1.61166698076487,0.637926260462439,0.595298028067631,0.693171315914415,0.595600006577182,0.742526669004546,0.570204004317722,0.761514693278793,0.596989282601746
5,1,1.62318125064055,2.06124600297581,6.01895885474875,1.57270009361259,1.62318125064055,1.72425302310796,1.62318125064055,1.69620482352029,1.62318125064055,1.65504811947708,1.62318125064055
5,2,2.5738986154131,2.24904938104814,3.9948034246396,1.8453706689355,1.48607910191244,2.04296078171489,1.4680262735293,1.9079215453692,1.61989190143273,1.69549023813161,1.4711336214383
5,3,1.14023867428114,1.15184416615398,3.13178525227267,1.40902506653193,1.7246491294687,1.2718572291178,1.71420965283162,1.25195700160724,1.85134350021816,1.20051705701635,1.7375426419288
5,4,2.69042261846578,2.69042261846578,3.69482990350433,2.41037529208945,2.09131427827711,2.56041272922293,2.07713401391663,2.48172178418609,2.12313317662455,2.31827569199503,2.0333175795734
5,5,0.432595136514692,0.432595136514692,1.30982587539173,0.467445529878522,0.574968861160453,0.437121900480481,0.581026270299215,0.459234315170775,0.515698575125089,0.505373800602612,0.557628160690452
5,6,1.19216418670324,1.19216418670324,2.40105929093602,1.5246415268608,1.78257905194451,1.37820814931631,1.76951617537622,1.39621095107844,1.93801226332496,1.30235774372812,1.81214327013212
