"t","series","Basec","BottomUpc","JPPc","OLSc","OLScv","WLSc","WLScv","MinTSamc","MinTSamcv","MinTShrc","MinTShrcv"
1,1,1.47292464006897,1.84319300771129,6.21316693112973,0.974649839557283,1.47292464006897,1.26784027354739,1.47292464006897,1.53526491513654,1.47292464006897,1.11621861457044,1.47292464006897
1,2,2.36789929839231,2.08389572244444,4.00483201436044,1.8868966615669,1.60511569751081,2.04005315009584,1.58964171962537,2.20455981931397,1.65308873394442,1.9467823287693,1.56553519511081
1,3,1.05733804920809,1.05828671227167,3.05688197998065,1.02387977694477,1.35892212416458,0.942749026321506,1.34393699815144,0.933935734709665,1.47601270593565,0.954528703602526,1.36068192781062
1,4,2.49246938314404,2.49246938314404,3.51165842967395,2.43106725349791,2.05327220267114,2.53297319874239,2.03808307232572,2.67190769044835,2.08923573940805,2.46461231015025,1.9852561491333
1,5,0.447708214824788,0.447708214824788,1.3471093274077,0.481098134306421,0.707982392448898,0.421106426457293,0.712734202722427,0.397908986897788,0.580270706816312,0.428273871168556,0.649294296516254
1,6,1.11871189437489,1.11871189437489,2.29795172793951,1.38825824272609,1.52969287347179,1.26522133124757,1.51885432237964,1.32870654920266,1.61696514608906,1.34929153158537,1.53446800428287
1,7,0.777989857145597,0.777989857145597,1.57260180982849,0.56689135496007,0.576643305203593,0.64378083185474,0.574290137771469,0.626645937811587,0.572455784879167,0.610889740042957,0.568982820088108
2,1,1.31632083860186,1.94299988383505,6.14272801918987,0.982360887516283,1.31632083860186,1.33548626469916,1.31632083860186,1.53830953373368,1.31632083860186,1.15435864483953,1.31632083860186
2,2,2.53987719740055,2.17756820630901,4.04674949876116,1.8819615765545,1.60648102706353,2.06797479625168,1.59052811038548,2.25415641124127,1.64483179079103,1.94705568271033,1.56555691036474
2,3,1.04597967861707,1.05182032331899,3.10365119424519,1.05093881626653,1.4359881903292,0.924697042786232,1.41316101144933,0.938006839432739,1.51879672668546,0.968787392324379,1.42226228637085
2,4,2.67977200502381,2.67977200502381,3.73385907027537,2.56097634346406,2.15569559866607,2.68921409507011,2.13938421462356,2.83352241686466,2.19263785789637,2.60466017117756,2.08804533515577
2,5,0.493001803879395,0.493001803879395,1.37035044589399,0.45241624792091,0.670741237115278,0.417614789261106,0.671898285799394,0.372196336795871,0.539580250191421,0.42386981553975,0.599917284703092
2,6,1.08825143045825,1.08825143045825,2.3306314469971,1.4260728069385,1.62545879357068,1.26380463069552,1.61233534070752,1.3475541523034,1.71516680166405,1.37298802979012,1.630143035361
2,7,0.737180565009332,0.737180565009332,1.52068549135931,0.500609269193581,0.538525869426642,0.575037955934939,0.539930325418844,0.555997499310585,0.539144436397988,0.536520164008631,0.544440070309671
3,1,1.56803618728884,1.94157879477062,6.21195624203223,0.948211314095576,1.56803618728884,1.26924709343575,1.56803618728884,1.4888504130732,1.56803618728884,1.07036107793187,1.56803618728884
3,2,2.34297432758763,2.0291248751612,3.94205584397639,1.86169993922704,1.68163353192768,1.98314126460332,1.66712854714378,2.22325321707376,1.70173033737228,1.89427798512097,1.62881920975641
3,3,1.13167569915185,1.13772739728438,3.26357758091508,0.988917619761154,1.28037937612318,0.961295771870811,1.25938803392031,0.882233820576317,1.44147596099443,0.924905435081444,1.28016239739518
3,4,2.60967605702106,2.60967605702106,3.67818205924499,2.5580395739568,2.14069679016124,2.66327006627154,2.12465276265867,2.81348162656285,2.17807391308095,2.59674716265137,2.07116884794612
3,5,0.394923879583548,0.394923879583548,1.31644583415721,0.434305163507899,0.668479093130001,0.350521659290088,0.675322466487389,0.353799124124987,0.560205037212997,0.371978362899386,0.611311120220228
3,6,1.19562304175352,1.19562304175352,2.41801228988226,1.46559704089153,1.57366121432192,1.33621976165033,1.56128615168298,1.39028915510465,1.65300453982093,1.4165863432822,1.57000479655829
3,7,0.749982422291836,0.749982422291836,1.62924757017877,0.466051499272403,0.481629107129485,0.55023036600989,0.485807416389785,0.518155339170341,0.509631147956663,0.509056738346496,0.497096490201116
4,1,1.25188533687788,1.82776615775401,6.08883958587152,0.781538450622604,1.25188533687788,1.25692091701971,1.25188533687788,1.48931136881155,1.25188533687788,0.974396394706921,1.25188533687788
4,2,2.46709695991617,2.16095759585136,4.03926304614345,1.815450230203,1.51739718050992,2.03079735790628,1.50414725481685,2.30648108958601,1.59948842598266,1.91902109942003,1.48554352761865
4,3,1.02864568612532,1.03554391600906,3.08316235909013,1.07563593893305,1.4552694431569,0.973868372599165,1.43722853681843,0.962692241947194,1.60171190998666,1.00119276916916,1.46059583267138
4,4,2.61040090701134,2.61040090701134,3.65084372865995,2.47667356209257,2.05082998542338,2.60714259943834,2.03756734973306,2.7972531339019,2.11659523529947,2.53090736090775,1.98745637207983
4,5,0.471748101344562,0.471748101344562,1.37576674568839,0.454226110932801,0.63398063021668,0.415213896426683,0.637556443709346,0.406370926894774,0.529791352580775,0.415397639896854,0.575299029154474
4,6,1.11700692599454,1.11700692599454,2.32125563107386,1.48587379581102,1.65835885012182,1.31327924283001,1.64783351043361,1.41245767135331,1.76165109632637,1.44287597726298,1.66442248439765
4,7,0.732758349741402,0.732758349741402,1.53729057040917,0.522023911624683,0.535482678016318,0.592954418369846,0.534140302039246,0.572087151570079,0.536719258380262,0.551920432888943,0.5312583648286
5,1,1.60943572493374,1.98870411858226,6.24810064902421,1.02693789225889,1.60943572493374,1.35696887586042,1.60943572493374,1.63769311431215,1.60943572493374,1.17079157315967,1.60943572493374
