series,Basec,BottomUpc,JPPc,OLSc,OLScv,WLSc,WLScv,MinTShrc,MinTShrcv,EnergyScore_Optcv
1,788.2918404220303,1518.2849532619184,3339.9252100035974,794.8168421354268,788.2918404220303,1025.5181943508614,788.2918404220303,1034.3018183004444,788.2918404220303,788.2918404220303
2,288.40906164429356,565.6313683757431,1013.5895454153832,314.47469978234534,314.1117635292382,429.708639046712,383.7541884361874,454.17074230620045,370.7269629901064,269.05310244054874
3,182.7608983747006,237.73765336418936,548.4399314518299,178.43366468621,177.651028710835,185.7604106423395,185.2727048146891,193.53339913689567,180.68114367771923,172.91626610328785
4,406.01880514013465,507.38176498863294,1060.1757291760357,428.14411984533194,427.6324124957261,465.1688718779391,433.8491052749159,454.3278068158304,403.5159565360139,429.1667903092696
5,148.58788810817,209.26831657119376,299.94240260439733,150.41202081643408,149.67232306315785,160.50697452143476,137.449379424647,164.66406334090695,152.13421022195544,192.79154773969535
6,327.1931658925034,265.0810806958046,538.0503142574595,293.5132306032465,293.73933376095323,271.91047898714527,276.7373783214429,276.5211562280985,285.7157012715622,249.8356918057314
7,81.54326099791395,96.86323084570563,179.45888590237527,85.24676656844532,85.89330760560819,86.27186046682623,86.14793825965334,86.49706342784889,85.59799159983974,145.8408018578748
8,157.1491877828225,174.59873289476695,249.68543250106026,149.32215557901065,147.8272953007245,152.31184312686952,135.3998204619136,153.76769955466798,149.760928232697,139.58979992478996
9,163.29560292340355,170.91821844160998,301.8040883866967,153.43767814966841,153.7021791111458,159.63368708508594,159.12871830827538,160.46264141364512,158.77060672748328,177.60769614936837
10,303.68368968371345,321.5654426908489,424.75420016154976,235.7017110569944,235.07759421102665,283.0001493299927,270.61914632952045,267.56326105043905,229.8472363048286,189.87507749120934
11,133.90305506947928,133.90305507435417,225.00943649294118,163.8181150885649,164.1175978484582,140.09759478774572,143.3745991160008,139.9934462137185,147.01001963026468,84.98010565336436
12,111.80718572587608,91.17362121134425,136.54474604027018,65.57133330652695,65.57440405099574,71.12407256027073,66.86282554820592,85.24579481000102,76.47889223222104,79.68661990557075
13,178.54083090785755,161.19452827284488,229.15223458245418,135.26458048398655,135.19793664000764,141.3954740232825,133.81613433828753,148.11955614014332,138.27578515068635,172.17446344568884
14,52.49921477824554,52.49921477877669,90.20135690172133,40.883256586555554,40.89214675266428,46.34635969518708,44.33307659953838,44.4499559961892,42.798210567535534,64.77411186807474
15,131.5560663429305,148.19968654222288,284.74251835983335,128.74458712039856,128.58855136831463,134.64272719654306,130.21945820569286,129.20558743344083,125.34398444597208,133.50444977611164
16,62.43866033329227,62.43866032528036,107.36020371091217,67.28417936908411,67.44878421028778,63.61451814446656,65.18201796043691,62.888046090636486,65.55560230768243,68.2352633460793
17,71.49319598455419,71.4034174004817,129.6099062546092,69.54674785661673,69.30609365331482,70.88192491416332,72.46254728185384,71.12567000929963,71.7216537051338,91.37748632622133
18,72.57030634808156,87.00751154041603,118.66269424932646,70.78337304264393,70.46845941106618,72.472980742764,72.69156612300624,74.41266887435039,72.94061366578418,62.17527485487788
19,64.21908200382252,79.37485689883162,97.45950105416661,61.3516582035696,61.40521989797096,61.11009253369328,65.38339612978795,68.49689545294673,63.69674324388035,68.43370998914406
20,349.7232574512189,318.8296695406381,562.8755197681918,313.2000759113167,313.056483863904,318.09305303831803,309.8058505821204,299.724162417153,276.07479258151267,311.230240933385
21,134.48569048584713,135.5789988163199,233.3569420690521,113.77991266249256,113.7281951469152,120.66807760774937,113.73775606106354,125.16845461011361,116.77855874862634,131.27789872535047
22,114.99276214020601,107.34790670025352,252.26411891907716,115.4537156432152,115.32948855734242,110.19296610445257,109.07826268604136,107.17124202744418,109.91604902073273,108.66287695042676
23,122.61130935049827,121.16543174047979,191.93959841551558,118.01758548747694,118.15364208061693,119.74618623741544,120.57985775681696,121.1320695750519,119.903409992992,106.73144606673448
24,86.07000695456513,85.93744270109922,142.6376097442691,79.2694877930108,79.04675381831713,80.13638476779667,73.85223579916821,75.80280005025027,71.76157111887672,83.23008070622659
25,58.77072756827644,62.712248384986005,81.04444610708674,51.736053259570696,51.21384638733818,55.08159754027229,49.868889607628546,57.631969981052066,56.06568861615679,59.23421214826124
26,64.23722011949062,80.08750673015209,98.16340621749858,62.15873409481308,62.0492006493051,63.416052945078526,59.13656742883368,66.94446016555219,64.17357828081389,93.59578561520588
27,57.26560489689828,57.13787299851092,84.99904024827005,60.299729738853216,60.69149793244443,58.158979041209136,61.4393979765376,57.94627251045784,58.31639430733645,67.90463458021652
