series,Basec,BottomUpc,JPPc,OLSc,OLScv,WLSc,WLScv,EnergyScore_Optcv
27,64.88047843011736,66.43316326294014,58.83248648414448,55.05966316032138,55.05475297719058,59.27405860688671,59.21912063295424,59.44894674466273
28,492.28871419791335,538.1083072861903,494.26706422479225,497.6038318671913,496.4289184603122,541.8999101600976,541.6467106529544,371.5180919818622
29,367.8295103793201,358.89277602313933,371.1510166073271,353.7709887197819,353.1797971549438,383.9995706243156,383.9359275111146,166.9896697605884
30,123.69288561570421,119.96314675031812,128.76984991791016,99.49071202404873,99.28411487916253,122.93767910496915,122.86952359139104,86.9978406480795
31,82.44107528590145,87.31914172706473,83.01810054139433,80.83180224815334,80.50829352008623,83.96282942478946,83.89931275755892,62.60735308914
32,66.38722089413228,67.92285628447185,69.28747957768151,76.99587590676532,76.96486730468591,71.01400192845188,71.03739007915108,74.57936084116604
33,59.30415494666061,65.90848860142948,66.54980622215331,61.12744846269112,60.916378212415935,63.99446159979916,63.86191206478063,50.624470923924115
34,151.56828775976857,164.38141232756175,150.95694709217747,136.8960577392323,136.71137071263834,157.42314198730716,157.38007714812,125.8552262184866
35,61.924321364592394,62.53643830848544,59.48872871280426,68.17817644177873,68.63810839844024,58.938686215003194,58.94676327399677,64.75150119622622
36,160.58405630810338,160.58405630810338,157.6467782812953,157.5812308414847,158.1597655687429,158.17752340451483,158.42846103686523,198.19806596707883
37,76.72225203351066,76.72225203351066,79.53494593599474,70.33320029196348,71.08136344876414,70.8081032554022,70.84527232280125,66.49332097601611
38,96.32943587988933,96.32943587988933,72.75819612507695,80.12637768144452,79.83349250013326,79.31132681540501,79.07967217614329,70.70931866077679
39,206.12176109060076,206.12176109060076,187.79830957870203,183.60439816545454,183.93039171671296,185.87281475795882,185.9794846522873,254.42853019714076
40,159.9468143918709,159.9468143918709,168.94063865941908,162.2946856349365,161.88267738539835,166.12274985350717,166.25783979876374,145.55748315635904
41,125.7302507650315,125.7302507650315,132.78798492949602,107.4053545549326,119.25498687021665,115.34880714721244,119.25498687021665,70.51213477400348
42,27.851817384778457,27.851817384778457,33.501576846768906,30.25864832281839,25.237207461262134,26.75144678613084,25.237207461262134,23.88912431814809
43,51.01028333870025,51.01028333870025,58.94321695004209,49.04146793634178,48.265346998832506,48.89799466546785,48.265346998832506,49.60264714518828
44,61.08322123710166,61.08322123710166,76.09787724174303,65.92043519458748,67.46988282013321,64.56388550519115,67.46988282013321,73.78891295719731
45,64.30069903452322,64.30069903452322,71.0104041960526,66.45787696612311,66.25302820758812,65.74865957038021,65.56714490454598,71.47201056169654
46,53.94903204670367,53.94903204670367,60.6767547528714,52.3876608573669,51.693589049180055,53.651091827661624,53.079446604089334,61.84578838513632
47,48.87411105276567,48.87411105276567,64.59536904077112,52.10779690408297,51.70256448400482,51.828218958311744,51.65122997832869,38.48502807952578
48,44.016606694007066,44.016606694007066,49.63598291944694,50.476374534260934,51.17206141464677,47.87288058654952,47.77949688932109,37.173630638136466
49,56.45916579685116,56.45916579685116,63.22015896811215,55.78846220152172,57.60809892913136,60.164840298363764,59.70501472682613,61.83146298726728
50,340.8121886952563,340.8121886952563,345.5802732782113,323.6817771148008,340.8121886952563,334.36921126836324,340.8121886952563,340.8121886952563
51,91.93169738730829,91.93169738730829,77.01718085421992,76.76498342189204,73.46436038064866,78.87797021343476,76.36772425896102,107.62829085780254
52,66.29735767219087,66.29735767219087,59.0089754625397,52.14546462184652,53.70528591329864,54.24510612390495,52.93705793245716,52.574533183428635
53,98.8992462444213,98.8992462444213,83.07423058858016,88.55790156007158,88.30421856699344,84.17370837910359,84.08883583588094,88.47780724741568
54,41.40111012881595,41.40111012881595,41.6596052974236,40.0231488635401,40.100919454104464,37.81812568826452,37.793954250703,36.39891076784709
55,44.116240647154456,44.116240647154456,44.688045242645835,43.575828784127886,43.73474555849854,40.94028127850414,40.93824616872775,43.073278945528735
