"t","series","Basec","BottomUpc","JPPc","OLSc","OLScv","WLSc","WLScv","MinTShrc","MinTShrcv","EnergyScore_Optcv"
1,1,1.38823845942702,1.80736090989996,2.0302342967393,0.970602815278274,1.38823845942702,1.2714740765138,1.38823845942702,1.09589601199518,1.38823845942702,1.38823845942702
1,2,2.25979986328869,1.94133519614324,1.87571199760511,1.68671348172089,1.49934260978354,1.87777949002702,1.48738527822704,1.76293613814111,1.46572628417408,1.82532590276568
1,3,0.984997591718001,0.987483172895963,0.978854039073536,0.937381832943402,1.28018164953135,0.886790502285997,1.26395566978506,0.882599827510346,1.27689190151592,0.628974661003854
1,4,2.44650846450482,2.44650846450482,2.45614107684551,2.37713507811891,2.00580137269356,2.47878409833249,1.99249561611822,2.4154269473798,1.94752648482747,1.8190339241981
1,5,0.471570062963319,0.471570062963319,0.426763005267793,0.497023485976372,0.678023082792214,0.449289968798728,0.683825310192852,0.460587217388033,0.634487503860145,2.68935983081627
1,6,1.04999820630161,1.04999820630161,1.17387814092405,1.3317182480777,1.49874571948346,1.18834264554861,1.48645443939473,1.28322159492394,1.49448116796309,1.62776780861572
1,7,0.761692901373614,0.761692901373614,0.644359286651516,0.550679843696776,0.529217928504347,0.620906176888272,0.532912313736114,0.590621676269565,0.542047666258858,1.20652765331082
2,1,1.37106708677608,1.89214282381849,2.03667187475396,0.933196339062189,1.37106708677608,1.3421166338461,1.37106708677608,1.09927760361761,1.37106708677608,1.37106708677608
2,2,2.56675593678274,2.28008975330353,2.10724331944867,1.92549396268858,1.61298560374202,2.1406704655875,1.60197317437398,2.01923875972795,1.58761988545675,1.81222438297382
2,3,1.00872748161672,1.01361673735716,1.04460252631344,1.02373382943304,1.41955017798044,0.928333672450777,1.40115621496768,0.953797963012337,1.42199932589609,0.6416723790109
2,4,2.74034656208666,2.74034656208666,2.70128492735575,2.5857787549827,2.13351883895359,2.72825260683746,2.11909106660476,2.64000252974862,2.0651461301977,1.8491623373013
2,5,0.454905512481094,0.454905512481094,0.420390582647673,0.456571293790291,0.62849759779673,0.422181382432943,0.632424671659816,0.426221786260257,0.580485228680535,2.73718624791921
2,6,1.10165932625672,1.10165932625672,1.28684964041149,1.46080462717088,1.64623254216982,1.29854467700647,1.63648518663064,1.41854272344908,1.65710823714125,1.69414372195283
2,7,0.726615945672723,0.726615945672723,0.594270818900453,0.502271208644204,0.520929933080915,0.578431704544898,0.521620284341265,0.545695947813014,0.522495759163189,1.17159836125097
3,1,1.50469917701425,1.81425227292936,2.03004227517053,0.961791735642106,1.50469917701425,1.22608678842432,1.50469917701425,1.08252973838283,1.50469917701425,1.50469917701425
3,2,2.34192839376593,2.05019345526322,1.94382962191885,1.81861604842718,1.60714400251553,1.96911742968217,1.59669181222848,1.87317466701617,1.57799773568254,1.94328251204752
3,3,0.995074851863729,1.00209376709198,1.0368646333221,0.992174407280475,1.33336088268738,0.877949509971498,1.31852754043681,0.919119678803205,1.33440420906477,0.669971804574437
3,4,2.53661645362954,2.53661645362954,2.54126750134249,2.47003715116178,2.09552273850395,2.57971376600141,2.08185854156489,2.51444853007233,2.03367673019945,1.91502028801082
3,5,0.474951847058411,0.474951847058411,0.430895103200503,0.488411841565351,0.678960056753896,0.434551040451493,0.682463074653496,0.441788471770098,0.623102547196728,2.70940507332647
3,6,1.13255088539184,1.13255088539184,1.2672379523098,1.45178776061557,1.59145425267408,1.29857734926865,1.58140559718345,1.40629201859417,1.5860939960348,1.69972639628695
3,7,0.725044718321404,0.725044718321404,0.619524903455838,0.511138269747776,0.51960396402338,0.586975563879611,0.520176621628277,0.557658654788118,0.522089112942065,1.16426741786157
4,1,1.36234648056881,1.81603890665916,1.94896910280564,0.985520616912976,1.36234648056881,1.28046213226943,1.36234648056881,1.14384720517775,1.36234648056881,1.36234648056881
4,2,2.36081632494245,2.09454319550523,2.0206600255652,1.951279291073,1.70048416178742,2.06637367739559,1.68157784892383,1.97631373641538,1.6613671071926,1.84368952436992
4,3,0.991152070786696,0.997169814030251,1.02809232800529,1.00577268906822,1.28669370637687,0.94236395851067,1.27155720856224,0.933635030644878,1.28597505255043,0.677968597525494
4,4,2.58039041058957,2.58039041058957,2.60659030711854,2.56419188423668,2.21296678507218,2.6446280125508,2.19885994478314,2.59367004240612,2.1512407528954,1.70247406395814
4,5,0.463272124482763,0.463272124482763,0.413420073061404,0.463720504782752,0.612205586209949,0.43204772886011,0.614752200324298,0.435216978113069,0.566603433181672,2.74773255978299
4,6,1.18587006125034,1.18587006125034,1.32996995349578,1.46125305252677,1.56983300070767,1.34354299633995,1.56119280755726,1.41959187760679,1.57350090458643,1.76699733407309
4,7,0.66771828881243,0.66771828881243,0.558870188343198,0.509062308311819,0.534499731613158,0.555037554652031,0.535087204099487,0.537277940123776,0.537406201759622,1.15645522366068
5,1,1.33183423244479,1.85381576468073,2.02178326603985,0.982570967140708,1.33183423244479,1.34105800409734,1.33183423244479,1.14146037808397,1.33183423244479,1.33183423244479
5,2,2.42381208361713,2.13284356414938,2.01229563335733,1.87710203843087,1.59446323094881,2.04027270912557,1.57719192906475,1.93631438888964,1.54656535147733,1.77762409534515
5,3,1.01431840289339,1.01937499645245,1.03082533891973,0.990610867370772,1.32276824133876,0.904156087702959,1.30579341644754,0.905330391406829,1.32487894740033,0.667090718005544
5,4,2.58329616176019,2.58329616176019,2.59715895822149,2.53593814595592,2.0984055270327,2.64489075946632,2.08000722767189,2.57262543476631,2.02017763560619,1.7503578884181
