,0
Base_vs,583104552.5288268
BottomUp_vs,1131962448.1238725
JPP_vs,761103532.6107963
OLS_vs,583865782.4893161
OLS_vsv,578678805.9347899
WLS_vs,756864173.0675569
WLS_vsv,596788274.3161535
MinTShr_vs,762387094.4772301
MinTShr_vsv,575457662.8528949
EnergyScore_Opt_vsv,538889029.8550855
