,0
Base_vs,201.69265464800878
BottomUp_vs,203.08089809503022
JPP_vs,206.80123557632677
OLS_vs,195.486787583865
OLS_vsv,184.7934661766416
WLS_vs,200.89584101084017
WLS_vsv,181.57617688212702
MinTShr_vs,195.2418585340178
MinTShr_vsv,179.8365979320332
EnergyScore_Opt_vsv,91.10087013337538
