,0
Base_vs,2655.9815676433304
BottomUp_vs,2611.5548680135043
JPP_vs,2698.6044810126455
OLS_vs,2598.7399744641903
OLS_vsv,2569.775244536854
WLS_vs,2596.2575957736644
WLS_vsv,2528.2408181797
MinTShr_vs,2363.8889194634457
MinTShr_vsv,2382.429222981334
EnergyScore_Opt_vsv,1896.723986905508
