,0
Base_vs,2666.427189765476
BottomUp_vs,2597.732834236762
JPP_vs,2693.4111751926857
OLS_vs,2583.1089667763563
OLS_vsv,2565.213307433486
WLS_vs,2579.99944656622
WLS_vsv,2523.001398702236
MinTShr_vs,2403.644348381472
MinTShr_vsv,2377.25281843828
EnergyScore_Opt_vsv,1885.990149375742
