,0
Base_vs,197.7077521845428
BottomUp_vs,208.0512497699554
JPP_vs,203.36861928166417
OLS_vs,194.8636482063874
OLS_vsv,186.3230183766672
WLS_vs,201.4867037367576
WLS_vsv,183.2848728390596
MinTShr_vs,162.3182422919968
MinTShr_vsv,183.5216363323094
EnergyScore_Opt_vsv,89.23080840723878
