"t","Base","BottomUp","JPP","OLS","OLSv","WLS","WLSv","MinTShr","MinTShrv","EnergyScore_Opt"
1,35.8744969758241,41.6953957059574,131.152539778864,30.1229432391779,26.9880661158011,33.6711604677936,26.5350034715779,27.2605009075538,26.877844231587,13.3902629780087
2,37.0362943730076,44.9832290041893,132.149774762152,32.0431336462626,29.3493032659531,36.0450946083496,29.1322384185916,29.5797770101092,29.5430858992794,13.3389753616322
3,36.6931759250324,45.3510983818364,133.127374048247,31.1867795282707,29.238881233201,34.9999493986147,28.793102546049,28.2360340388276,29.4410358904456,17.1086086547325
4,38.014826660536,43.3071029617121,134.65353260265,33.8419786547556,30.3790273969237,37.4822248356061,29.580164328062,31.4867622679359,29.0994780511008,13.3907981250963
5,35.9692741635921,39.9348609349148,129.513691577952,30.335481701018,28.5743797020677,33.9436084621892,27.6362838240598,26.5714405577031,26.6893260595428,16.407965613108
