"t","Base","BottomUp","JPP","OLS","OLSv","WLS","WLSv","MinTShr","MinTShrv","EnergyScore_Opt"
1,34.6102347265525,40.8579313751636,133.628683871485,31.2529852477895,27.0131784528006,35.0294764266037,26.7141594487659,32.8889180606666,26.8174964831473,23.033715142872
2,37.3490674851177,42.2406621175644,135.708388570028,35.0127919203107,29.5685387397812,38.6640400496057,29.1614178501054,36.6766793067823,29.3163242081358,19.5123030169451
3,37.3330964755345,44.1057184674984,137.908042283338,33.0494846424767,29.9214703297632,36.7805429720367,29.4811381949371,34.0656974976733,29.2588702546381,28.3914458147528
4,37.476541914805,41.1847008965673,136.80690935767,36.8129872991789,30.9778613256554,39.5860407977443,30.4505781020729,37.4549699320732,30.114449142364,21.6592039286598
5,37.228837819174,41.4247329516435,134.850840846206,32.6089601453061,30.1054280284165,35.9833622292556,29.5259777291494,33.2210104391346,29.091554750874,28.8756554462731
