,t,Base,BottomUp,JPP,OLS,OLSv,WLS,WLSv,MinTSam,MinTSamv,MinTShr,MinTShrv,EnergyScore_Opt,EnergyScore_Opt_v2
0,1,455.856967404801,505.381239151277,1072.15776224704,436.810987993928,421.067535395746,452.93489201824,414.911628321155,417.128508157186,385.906493539488,394.644069023606,392.509359031095,333.44448480828817,338.3710970787496
1,2,454.359221025564,502.979056541316,1071.38659148321,435.723137178767,421.417926729914,451.112455328381,415.27348795364,419.877032401469,391.938852900933,398.162369221392,397.498771259577,318.58857396062626,362.0630970950647
2,3,458.592245967651,509.570037495924,1070.95040200945,436.950960900913,421.783328269655,454.433778354231,415.654060449572,407.239650370071,380.509619505712,386.775726678015,387.172650899267,329.39397121358206,370.26712100571314
3,4,466.792729109897,514.82598915308,1088.29342067088,448.423541917326,434.261218993932,463.890704494659,429.023022847007,437.997949172567,409.25725669766,415.346083880181,414.714950017101,317.2327821560171,362.53055172295007
4,5,456.986017013997,495.878489198785,1085.20020753717,439.692344046807,424.012930008257,453.490467382033,417.773727538384,418.003507196418,388.883458746017,396.038955955623,394.869782175254,323.0883840576129,351.1628217961027
