"t","Base_vs","BottomUp_vs","JPP_vs","OLS_vs","OLS_vsv","WLS_vs","WLS_vsv","MinTShr_vs","MinTShr_vsv","EnergyScore_Opt_vsv"
1,2744.48799422729,2684.0481700149,2761.75727011259,2665.64517489047,2641.67979973927,2664.08306004663,2598.09257180075,2460.47285892484,2430.36489242339,1899.8181192005
2,2693.0475594847,2607.67193587891,2717.02053111163,2615.76986140864,2594.724318982,2608.73311785438,2554.04943739865,2438.91778008532,2413.1018209816,1857.91310538372
3,2676.82273188443,2608.26981596013,2690.12418455239,2591.49790622488,2566.26711865147,2587.17436983869,2518.5636825651,2389.19615198895,2364.93615758254,1886.42241727931
4,2638.18430894726,2557.08069572442,2633.56775001508,2533.26474331557,2512.87621386879,2531.22680189239,2470.20987230669,2363.44019028439,2339.79009532926,1931.99266941842
5,2624.17682053423,2600.70372248916,2656.24370097453,2550.22891454238,2530.02678049574,2556.13471358313,2497.68827706164,2399.61348571556,2374.71719212093,1895.35477811637
