"t","Base_vs","BottomUp_vs","JPP_vs","OLS_vs","OLS_vsv","WLS_vs","WLS_vsv","MinTShr_vs","MinTShr_vsv","EnergyScore_Opt_vsv"
1,189.739085148803,192.905857941459,195.154393157885,183.506972391199,173.184592380938,189.235105973624,170.558951990312,184.610181052903,169.705241022602,89.4641418530664
2,211.220555498999,215.226516194778,216.979543074689,204.100371405959,193.288047042714,210.296871112057,189.760342150658,203.201701420261,187.372007900966,93.0254964028872
3,200.045479375862,204.79948343123,204.653015302037,192.364439267069,182.110828059668,199.06001332869,180.54514421565,198.142552551204,182.567922171762,91.3369861241723
4,205.156502341536,207.712898918628,212.180483740053,201.026851281577,190.330117772733,206.168746773796,187.413241155079,201.27968033715,186.156746053269,91.3196635572704
5,202.301650874844,194.759733989056,205.03874260697,196.435303573521,185.053745627155,199.718467866034,179.603204898936,188.975177308571,173.381072511567,90.3580627294806
