"","series","t","Basec","BottomUpc","JPPc","OLSc","OLScv","WLSc","WLScv","MinTSamc","MinTSamcv","MinTShrc","MinTShrcv"
"1",1,1,1.42254891621999,1.86923358498896,6.27226225294107,1.46223580365572,1.42254891621999,1.62590668354655,1.42254891621999,1.56582758632887,1.42254891621999,1.51944064626047,1.42254891621999
"2",2,1,2.42969554208079,2.13528833465876,3.97689433369033,1.7481585990054,1.40954444157926,1.94879203902748,1.39273796797696,1.7871874106506,1.5164144078359,1.59520502601191,1.38576225673032
"3",3,1,0.974768557971988,0.975076798595659,3.20830064674063,1.16755827282142,1.43271316183627,1.06679681549208,1.42795573038047,1.03113351848345,1.54540895083213,1.01228330875705,1.45571205808207
"4",4,1,2.63354283126929,2.63354283126929,3.67212197972098,2.35953907255493,2.03936825160894,2.51066511337155,2.02526488704771,2.43721542995632,2.07713575513831,2.27342358546878,1.98286088043122
"5",5,1,0.457836662787261,0.457836662787261,1.33556048808777,0.511104470767182,0.643454072146335,0.475306390050267,0.649827951432603,0.49745542029551,0.558966895722028,0.548738066149428,0.614540412179142
"6",6,1,1.05894944503447,1.05894944503447,2.36326971191227,1.34700891382901,1.59079907313839,1.21458515353989,1.57835329706444,1.23396490180479,1.74496590571261,1.14759563038537,1.62601763588874
"7",7,1,0.755069104073716,0.755069104073716,1.6456526973311,0.61413444042009,0.577394428657062,0.665904556730085,0.581148983878675,0.705837880579502,0.566219792121044,0.721521385695525,0.59401197494433
"8",1,2,1.31331467754135,1.74068116771108,5.99845089146536,1.25471129918973,1.31331467754135,1.41203467504271,1.31331467754135,1.33112081172765,1.31331467754135,1.30180050915342,1.31331467754135
"9",2,2,2.34576267073221,2.0826282439434,3.70018828431259,1.60129707322546,1.23447249063541,1.82862242012716,1.22176407225299,1.62435879887141,1.31601778409736,1.45856429069283,1.22578734263647
"10",3,2,1.03706497282697,1.03949211165201,3.18284217028779,1.24785147058273,1.54932851950413,1.13426898213196,1.5387976904448,1.10538392311918,1.6719178464405,1.07549013549506,1.56681114003381
"11",4,2,2.49609508378042,2.49609508378042,3.4042087667706,2.20188659568252,1.8697680685381,2.35833046050417,1.85559969171292,2.26977827214171,1.89910969304285,2.1100222029005,1.81401197148422
"12",5,2,0.48649587928039,0.48649587928039,1.3010706076984,0.509936736559425,0.642879249350852,0.477821562472953,0.647973116527506,0.494822820610634,0.547493517901909,0.553551528736855,0.610662411035965
"13",6,2,1.1771217502377,1.1771217502377,2.44303028725242,1.46254999968416,1.72070036808161,1.32926908897288,1.70930858305789,1.35714834461814,1.89732473232936,1.26424606364765,1.76040181045316
"14",7,2,0.766364457032573,0.766364457032573,1.59786298183834,0.607230283810536,0.559662500821929,0.661926241778725,0.564041982489988,0.708091540472784,0.54574081345079,0.726039780546085,0.57672589524972
"15",1,3,1.34928216079311,1.88600851083435,6.0974425874536,1.31668191080292,1.34928216079311,1.51457006380262,1.34928216079311,1.47677847259449,1.34928216079311,1.42743769525867,1.34928216079311
"16",2,3,2.52311034879579,2.24831009578381,3.94190380504895,1.72945578515956,1.32059361869567,1.97791486449665,1.30217666274454,1.7842377137549,1.43774689871442,1.56298084569319,1.30521683983951
"17",3,3,0.875166844672221,0.87805933716356,3.11035929360949,1.11632963046077,1.45882673997632,0.983302858752533,1.44543712982883,0.952647570969455,1.57634220919149,0.921967431345303,1.46670802108554
"18",4,3,2.70784359560449,2.70784359560449,3.65039678902614,2.36230727231545,2.00445388736499,2.53769823853225,1.99181801431445,2.44119137827707,2.03788062971822,2.27180187315874,1.94641948709258
"19",5,3,0.49762748559207,0.49762748559207,1.35851967500318,0.547416789937262,0.686878179495353,0.508699810548337,0.69156843168234,0.544135153512408,0.617202263743161,0.586393345072672,0.657433591493489
"20",6,3,1.05994584548781,1.05994584548781,2.37767394856841,1.38626197303581,1.65647288904116,1.23907762926346,1.64425070493085,1.25356935928147,1.81808947455266,1.1660337364105,1.69384802123962
"21",7,3,0.694391079583046,0.694391079583046,1.51880090326244,0.53771781203311,0.504000557103133,0.589758519292815,0.505020777092582,0.635256972705018,0.493169782786573,0.651393836220526,0.508279351099993
"22",1,4,1.30159886728064,1.89780888064974,5.86421945791512,1.33649987888254,1.30159886728064,1.53048452524336,1.30159886728064,1.477401212694,1.30159886728064,1.43479230732099,1.30159886728064
"23",2,4,2.50685829129842,2.26258388419707,3.93361627705675,1.78602163744769,1.40237363601729,2.00790166844688,1.38719732640684,1.83979068739358,1.4997862363803,1.65363436283989,1.39691455982714
"24",3,4,0.819025887662516,0.825912153771607,2.94775533873983,1.08852078696024,1.41633115091761,0.953640033130278,1.40581262910725,0.916499788356681,1.54047227166984,0.874606516460452,1.42936024802666
"25",4,4,2.70545646405072,2.70545646405072,3.66956891324449,2.36617903168571,2.02797936936487,2.53576410563356,2.02133248433549,2.45850539759336,2.06465915709357,2.30219515267852,1.98549325331136
"26",5,4,0.457708019283175,0.457708019283175,1.30148885349513,0.555392995406421,0.681539290036535,0.506432840931361,0.682771317541467,0.534676969787368,0.606183801851045,0.573867260550704,0.640317387663834
"27",6,4,1.04699429892386,1.04699429892386,2.32888074898327,1.38553301843064,1.65258355493237,1.23188846166871,1.64471986643797,1.24205287615686,1.81481157348314,1.15329701368062,1.7010098371165
"28",7,4,0.688281253626379,0.688281253626379,1.48231877914887,0.511844749407013,0.460816906270232,0.57276767887346,0.461357134745976,0.624659559717868,0.455843219229055,0.640304606292221,0.467077594312791
