"","series","t","Basec","BottomUpc","JPPc","OLSc","OLScv","WLSc","WLScv","MinTSamc","MinTSamcv","MinTShrc","MinTShrcv"
"1",1,1,1.22775551935231,1.75094515409324,6.15515385484522,0.999000877741878,1.22775551935231,1.21844579531381,1.22775551935231,3.10531477096396,1.22775551935231,1.12331569365305,1.22775551935231
"2",2,1,2.47727557471637,2.26553926671243,4.03994960598461,1.78411426980826,1.34650049754558,2.11177582568078,1.31231479949377,6.06638538576956,7.6180286017459,1.60450889454639,1.31598412410948
"3",3,1,1.06581094320005,0.816714926663445,3.16281084811808,1.072207916713,1.43845998309212,0.869624939154759,1.39793635006935,3.04832411428999,7.5994428203043,0.752354676009403,1.39933266205607
"4",4,1,2.4890086468861,2.4890086468861,3.54264902078726,2.29777057331825,1.9361662402759,2.47914712251398,1.9340904171107,3.30483080019462,3.46841931955072,2.19183388722425,1.87923091226376
"5",5,1,0.477404555911123,0.477404555911123,1.2968103107526,0.461294668407874,0.588940377862423,0.413639924081144,0.597021239536416,3.0003416298318,4.36349014622667,0.559649144002348,0.621211277753996
"6",6,1,1.1282257373282,1.1282257373282,2.4231020980878,1.46202291828901,1.68210931708797,1.31421263149774,1.66696042926972,2.44930417354178,4.41296345821897,1.2397870756169,1.68257409662716
"7",7,1,0.758625020101516,0.758625020101516,1.52674826174193,0.554707146712875,0.54657509625901,0.581712884441503,0.521468297699395,1.02161466451305,3.31264009263216,0.654370747594104,0.518894219766378
"8",1,2,1.32862479281292,1.71783051091461,6.16524740510941,1.06961980686219,1.32862479281292,1.24644499406854,1.32862479281292,3.35828890390795,1.32862479281292,1.20006399649045,1.32862479281292
"9",2,2,2.41666425969402,2.29824601414009,3.98576139634491,1.83094201801102,1.51951774377719,2.11236683684996,1.48044376942196,6.54287161155221,7.96841210383828,1.70109529303551,1.42495131397219
"10",3,2,1.03626490389075,0.854010109859958,3.04001688529611,0.947479284435585,1.33360784318938,0.773254628078022,1.33636590206421,3.16735302514705,8.12361909455087,0.695654447098242,1.43773127168826
"11",4,2,2.6614579160931,2.6614579160931,3.65207756814879,2.41025955536201,2.04349117757494,2.60325804021591,2.04080822627352,3.89595257706581,4.01397841597453,2.33966157004596,1.99149183189546
"12",5,2,0.521776952213102,0.521776952213102,1.36383076582003,0.576808655295544,0.730497257755393,0.492253165863215,0.70764776621304,2.90310690392176,4.19643676342161,0.610174980898825,0.666506599032698
"13",6,2,1.13634645458277,1.13634645458277,2.32785087342364,1.45288771337603,1.66254345215943,1.33661913719495,1.67190666889607,2.68836060567098,4.87341428735909,1.25648915719337,1.72944867267175
"14",7,2,0.770307202881477,0.770307202881477,1.58292251938838,0.552957556382152,0.512083648569434,0.614119771091297,0.497193231699395,0.965219014769515,3.39520943475455,0.694992240030157,0.530144797519114
"15",1,3,1.38078466678094,1.69972386798538,6.17666244591823,1.04183812281829,1.38078466678094,1.19659908788854,1.38078466678094,2.82273126399884,1.38078466678094,1.10884117869009,1.38078466678094
"16",2,3,2.40309890920966,2.28200853228657,4.01140630059947,1.74549611446889,1.30852468154947,2.08898810614481,1.25303153500372,5.17744661441604,6.39930289358595,1.55544441176271,1.27665200690263
"17",3,3,0.956406809402266,0.849750491091442,3.13800521160241,1.12421819799901,1.558832224502,0.889423863496379,1.5297483415704,2.55358660812,6.23127493695605,0.770965466517077,1.53619409911117
"18",4,3,2.62757563743559,2.62757563743559,3.6670301045728,2.37172643317231,1.98135737353652,2.58177390724349,1.97530488246627,3.0333105705873,3.13272249667886,2.26711613690244,1.91895856657521
"19",5,3,0.436066323657713,0.436066323657713,1.37724465900655,0.474294769293904,0.645715880798284,0.398342991435602,0.654035126446373,2.46992221821812,3.55072406536344,0.540696348844961,0.620672341777646
"20",6,3,1.14722610362809,1.14722610362809,2.38903428341676,1.47005600166783,1.70678825160251,1.32917837508051,1.69487121578646,2.18686249546243,3.77919376699412,1.24511710097097,1.70352169980734
"21",7,3,0.700712845977286,0.700712845977286,1.50293965361933,0.57080178317815,0.563173053700248,0.596521343959001,0.554600326661054,0.815709320974011,2.61781922949264,0.650939999779386,0.555848867288743
"22",1,4,1.4716854400943,1.66357088593555,6.1193133922411,1.11764992711934,1.4716854400943,1.24529276744767,1.4716854400943,2.82906731658207,1.4716854400943,1.11066830164594,1.4716854400943
"23",2,4,2.34273662106879,2.18516957621182,3.98671259859606,1.78031696631608,1.40186628935768,2.09366621470604,1.36615553887681,5.44412167988403,6.71670755290963,1.59250581837348,1.37868220379269
"24",3,4,1.01101960681342,0.766617722495028,3.11995584596852,1.03787035307893,1.47622624589789,0.745089988984311,1.42564960204735,2.73895107088459,6.92798556351534,0.64198604964797,1.42543016273732
"25",4,4,2.50352274756425,2.50352274756425,3.56526953907639,2.29891309276564,1.94045642963689,2.49579821710273,1.94226035793474,3.2046690663816,3.32018274067092,2.1960142659569,1.89567377468985
"26",5,4,0.45098550853113,0.45098550853113,1.25523573023545,0.447628039136624,0.612140988598909,0.395087822594168,0.612260453405511,2.48168041937871,3.63343575579256,0.535850529162793,0.603588679156453
"27",6,4,1.11034632135351,1.11034632135351,2.37292168458004,1.47359402087893,1.69891780325622,1.32385529785595,1.6838753314661,2.25423395607017,4.07861131821128,1.24628042505142,1.70000350218116
"28",7,4,0.73469093556278,0.73469093556278,1.54188751407056,0.505539299829306,0.548223613064472,0.550239215020405,0.538858301004618,0.913061856872545,2.99259671493397,0.632637602721555,0.56962503346288
